split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
train,0.03422814607620239,0.3970588147640228,-1.347980260848999,-0.3949521481990814,2.5046286582946777,0.7666438817977905,0.8065299391746521,1.1432580947875977,-0.8254206776618958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.6262911558151245,1.2547276020050049,-1.2971270084381104,-0.34205204248428345,1.9319418668746948,0.5927855968475342,0.7394086122512817,0.6514151096343994,-1.9078223705291748,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.6944502592086792,-0.44377440214157104,-0.1265413463115692,-0.8438372611999512,2.9092793464660645,-0.02893451787531376,1.87904691696167,0.5438741445541382,-1.895827054977417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.04536007344722748,-1.0024197101593018,-0.3727305829524994,-1.4092549085617065,2.531205892562866,-0.46862781047821045,-1.3298581838607788,-0.7987886667251587,0.8352646231651306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,3.3448123931884766,-0.4759737551212311,-2.048361301422119,-1.02690589427948,1.5722161531448364,-2.920334577560425,0.736565351486206,0.0037138918414711952,-2.594510555267334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.29051247239112854,-3.016716480255127,0.583848237991333,-3.006937026977539,2.3703346252441406,1.0055521726608276,-2.6580810546875,1.2161911725997925,0.6365370750427246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-3.216344118118286,4.373490810394287,-1.2522661685943604,-2.0656237602233887,4.977946758270264,0.5594442486763,-2.086419105529785,1.3105984926223755,0.13396044075489044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.446633815765381,2.494037628173828,-0.6232404112815857,0.5466345548629761,-1.1534085273742676,2.920815944671631,3.49745512008667,5.2389726638793945,2.652303695678711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-4.4044904708862305,-3.079085350036621,-4.24711799621582,1.1123675107955933,-1.5474289655685425,1.1355994939804077,1.3480287790298462,-0.8436792492866516,2.9099154472351074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.11092858016490936,0.4202611744403839,-1.428451418876648,0.34840714931488037,2.450758695602417,-0.17532815039157867,0.36052215099334717,1.319974422454834,-1.3249284029006958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.7617872953414917,0.18495623767375946,-0.6721580624580383,-0.8250418305397034,3.4051907062530518,1.2022978067398071,-0.07774137705564499,1.9363853931427002,-0.9509896039962769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.6548801064491272,1.0190637111663818,-3.1359424591064453,0.8201716542243958,3.7773725986480713,1.44091796875,0.48205873370170593,0.9579680562019348,-1.1480803489685059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.5451387166976929,-1.4779534339904785,-0.6795297861099243,-1.479286789894104,0.4423396587371826,-1.5909522771835327,2.404365301132202,1.7218780517578125,-0.5317602753639221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.41661837697029114,3.3575992584228516,-2.1722447872161865,-1.7525267601013184,3.8725690841674805,0.02697555348277092,2.983248472213745,0.3765723705291748,0.20498718321323395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.5269269943237305,-4.185824394226074,-2.326239585876465,1.467215895652771,3.3404877185821533,2.1844322681427,-0.27964991331100464,1.9422683715820312,-2.203425168991089,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.8263256549835205,-1.0702722072601318,-0.47337591648101807,2.0194919109344482,7.65186071395874,-0.7740969657897949,3.113166332244873,1.490624189376831,-1.6320329904556274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-2.1768898963928223,-1.7127397060394287,-0.18769969046115875,0.6758405566215515,6.334664821624756,-0.48666107654571533,-2.1410908699035645,3.0550172328948975,-5.649461269378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,4.16191291809082,0.24410822987556458,3.329468011856079,2.216808795928955,5.598367214202881,1.8298377990722656,-2.9820268154144287,4.429371356964111,-3.0756218433380127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.0063013057224452496,0.30857789516448975,-1.1943488121032715,-0.1356888711452484,2.3584775924682617,0.8192613124847412,0.8064394593238831,1.3265960216522217,-0.6518579125404358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.05125797539949417,0.33789101243019104,-1.4367163181304932,0.3979332149028778,0.9453022480010986,-0.9122130870819092,-0.3585739731788635,1.4599817991256714,-0.8843278288841248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.5319875478744507,1.8655961751937866,-0.8207927942276001,-0.08461377769708633,2.6449217796325684,2.0567893981933594,-0.5621321797370911,0.9296562671661377,-0.17074604332447052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.9072074890136719,1.5688059329986572,1.1095272302627563,-1.3378684520721436,0.8152031302452087,0.14419437944889069,-0.5582616329193115,2.498680830001831,0.30834680795669556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.21964673697948456,-3.269972324371338,-2.9964358806610107,-1.0533747673034668,3.23431134223938,1.188567876815796,-0.2621779441833496,3.4273784160614014,0.35042622685432434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.390820860862732,2.168213367462158,-2.9001595973968506,4.6342363357543945,3.0553410053253174,2.177410364151001,-0.009196877479553223,0.7076607942581177,-1.8500289916992188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.23615777492523193,-4.048925399780273,-1.520058274269104,1.0418543815612793,1.6282848119735718,1.3570126295089722,2.2225863933563232,6.072273254394531,-2.046579122543335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.46505510807037354,-0.0900406539440155,-5.087563514709473,1.1049244403839111,2.514910936355591,2.2488856315612793,-1.1749281883239746,-3.8486475944519043,2.8727827072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-0.4925156235694885,-1.6012001037597656,2.6048049926757812,-0.7434989213943481,8.40751838684082,1.052098274230957,4.326574802398682,0.14430376887321472,0.7193672060966492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.249450922012329,0.011020900681614876,-1.2838150262832642,-0.422462522983551,2.2064144611358643,0.2777214050292969,-0.18839572370052338,1.3433265686035156,-0.8302186131477356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.4545261263847351,0.6900131106376648,-0.6929246187210083,-0.46717363595962524,1.936838150024414,-0.07028258591890335,-0.3803846836090088,1.4503710269927979,-2.1314117908477783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.2303636074066162,1.643153429031372,-1.5414353609085083,-1.6958502531051636,2.5466015338897705,0.27299830317497253,2.3404974937438965,2.206052303314209,-1.0500526428222656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.4738366603851318,1.2550086975097656,-1.8754078149795532,-2.625432252883911,3.939901351928711,-0.4785041809082031,-0.20601557195186615,-0.6133503317832947,-1.0233932733535767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-3.3456714153289795,-1.9080922603607178,-1.4421014785766602,0.9748015403747559,2.670344829559326,1.305952548980713,1.5592933893203735,1.9316009283065796,-1.2717764377593994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.0586867332458496,1.9526902437210083,-1.526766300201416,2.4858319759368896,4.673336982727051,-1.9014397859573364,-3.394988536834717,1.1299071311950684,-0.054611172527074814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-2.4901816844940186,-1.42153799533844,4.044149875640869,-0.501230776309967,1.560227632522583,-1.295966625213623,0.5226767063140869,-0.38884976506233215,-1.7907084226608276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.7285283803939819,-2.379108428955078,-2.118112325668335,1.832249402999878,2.6875739097595215,-4.178922176361084,4.4564056396484375,1.7064794301986694,-4.7747883796691895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,5.410503387451172,0.6359373331069946,-3.3935701847076416,0.39056503772735596,-1.7019835710525513,5.285922527313232,0.22895649075508118,2.932720184326172,-4.080715179443359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.47555863857269287,0.25906744599342346,-1.588168978691101,0.3675670921802521,1.8661640882492065,-0.024172509089112282,0.09916776418685913,0.8006436228752136,-0.8795475363731384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.18645060062408447,1.2078213691711426,-1.2781238555908203,-0.28064200282096863,2.7549245357513428,-0.03702688589692116,-0.3508214056491852,0.5713016986846924,0.1383008360862732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.8267154693603516,1.440922498703003,-0.4328678846359253,0.14214208722114563,1.4486151933670044,0.5856660604476929,1.3214514255523682,1.1673378944396973,-0.7139987945556641,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.528507947921753,1.7396410703659058,-0.07135732471942902,-1.769707202911377,0.10690926760435104,-0.3597351312637329,-0.7528074383735657,3.220104455947876,-0.9350388050079346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.579179048538208,1.2419575452804565,-0.1809324324131012,2.011155128479004,2.3512415885925293,-2.0595719814300537,1.2204922437667847,-0.8244722485542297,1.516310214996338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.0872893333435059,-3.1196372509002686,-1.6947861909866333,1.4419819116592407,2.673851251602173,-0.5179325342178345,2.9045212268829346,-0.6898935437202454,-3.867903709411621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.7774654626846313,0.6086915731430054,-3.630147695541382,-3.1076416969299316,1.6556475162506104,-1.1363641023635864,-2.5058364868164062,4.840642929077148,2.611943006515503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.6834242343902588,-2.5511322021484375,-0.13531914353370667,-0.9010298252105713,-3.3182365894317627,2.284693479537964,1.8788707256317139,-1.4726645946502686,-2.7980334758758545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-5.40460205078125,-0.15205803513526917,-0.1571999341249466,-2.3994598388671875,-0.6444166898727417,3.6756019592285156,-1.2696645259857178,1.7715123891830444,-4.921356678009033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.1182103306055069,-0.010980762541294098,-1.3952181339263916,-0.6323295831680298,2.529439687728882,0.5669307112693787,0.8064265847206116,1.2224442958831787,-0.8841658234596252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6975634098052979,0.1491481065750122,-1.7356206178665161,1.6161608695983887,2.1776397228240967,0.8132399916648865,0.2790067195892334,1.5701580047607422,-0.5300495624542236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.22145195305347443,1.109861969947815,-1.9743412733078003,0.3471032977104187,1.129241943359375,-1.653097152709961,1.9537032842636108,1.135930061340332,-1.6001044511795044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.0642725229263306,-1.8188724517822266,-2.5546364784240723,0.25819024443626404,3.2835400104522705,-1.3454774618148804,-0.3592079281806946,2.216553211212158,1.2596874237060547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.719383180141449,-0.8032220602035522,-2.0206570625305176,-2.953688859939575,5.169492721557617,2.102351188659668,-1.3109135627746582,1.8326953649520874,-0.738788366317749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
