split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1
train,-0.8684597611427307,-1.5878723859786987,-0.3075440526008606,-0.9954359531402588,-0.10688453167676926,0.35919466614723206,-0.7013540863990784,1.0,0.0
train,-1.4736989736557007,0.06630638986825943,-1.4763599634170532,-1.124035120010376,-1.1225922107696533,0.8154276609420776,-0.8712489008903503,0.0,1.0
train,-0.7314226031303406,-0.5796694159507751,-0.6187272667884827,-0.6652145385742188,0.10094468295574188,0.9573674201965332,-1.0257840156555176,1.0,0.0
train,-1.3721591234207153,-2.0808207988739014,-1.1112396717071533,-0.7128103971481323,0.8651607632637024,0.38323619961738586,-1.0237516164779663,0.0,1.0
train,-1.5484503507614136,-1.0167677402496338,-0.35820603370666504,-0.7918757796287537,0.34559935331344604,0.5698159337043762,0.11424897611141205,1.0,0.0
train,-0.6522948741912842,-1.3010203838348389,-1.5870108604431152,-1.5255106687545776,-0.8796828389167786,0.6828163862228394,-1.3765356540679932,0.0,1.0
train,-0.967176616191864,-1.041913628578186,-0.3005561828613281,-0.7210597395896912,-0.8337068557739258,0.5280850529670715,-0.573969841003418,1.0,0.0
train,-0.08234170079231262,-1.12276291847229,-0.7298730611801147,-0.9135051369667053,-0.12126725912094116,0.8204972743988037,-2.042767286300659,0.0,1.0
train,-0.729726254940033,-0.6905788779258728,0.08881872892379761,-1.0976403951644897,-0.7211846709251404,1.2275826930999756,0.07381857931613922,1.0,0.0
train,-1.721696138381958,0.04019048810005188,-0.43492433428764343,-1.2819749116897583,-1.382980227470398,0.050910770893096924,-0.5778257250785828,0.0,1.0
val,-1.0188461542129517,-0.7965061664581299,-0.3427281379699707,-0.7689141631126404,0.14856664836406708,0.13141921162605286,-0.6276239156723022,1.0,0.0
val,-0.09845735132694244,-1.908981442451477,0.785504937171936,-1.9224814176559448,-0.00536483945325017,1.3723081350326538,0.03599835932254791,0.0,1.0
val,-1.4269013404846191,-1.557663917541504,0.2751655578613281,-0.7458335161209106,-0.0021846704185009003,1.282571792602539,-0.3169842064380646,1.0,0.0
val,-2.1076903343200684,-1.115310788154602,-1.563610315322876,-1.255097508430481,-0.9762881994247437,1.2857078313827515,0.05999886989593506,0.0,1.0
val,-0.6259909272193909,-1.0739935636520386,0.27852001786231995,-1.6708961725234985,-0.29504549503326416,0.6416134834289551,-0.5866668224334717,1.0,0.0
val,-1.5845690965652466,-1.2001398801803589,-0.35557928681373596,0.5378363728523254,0.3359169661998749,1.0746166706085205,-1.2952336072921753,0.0,1.0
val,-1.403669834136963,-0.9026772379875183,0.5264323353767395,-1.3338921070098877,-0.00586032634600997,0.9555374979972839,-0.9669263362884521,1.0,0.0
val,-0.2372792661190033,-0.4635177254676819,0.2623119652271271,0.17777647078037262,0.09261485189199448,1.8453799486160278,0.19758793711662292,0.0,1.0
val,-0.38664597272872925,-0.9616715908050537,-0.08511215448379517,-0.8901943564414978,0.34822821617126465,1.3588682413101196,-0.761277437210083,1.0,0.0
val,-1.5419001579284668,-0.19994083046913147,0.7908056378364563,-0.469230055809021,-0.8340545296669006,0.39214763045310974,0.5192163586616516,0.0,1.0
test,-1.3802586793899536,-0.8311179280281067,-0.11547508835792542,-0.41181570291519165,-0.6829321980476379,1.176897406578064,-0.330840528011322,1.0,0.0
test,-1.052857756614685,-2.8162343502044678,-0.30843856930732727,-0.8378303050994873,-0.19835889339447021,0.7922158241271973,0.0869518592953682,0.0,1.0
test,-2.024989128112793,-1.0116060972213745,0.03156815469264984,-0.9796276688575745,-0.25810641050338745,0.8975423574447632,-0.4934487044811249,1.0,0.0
test,-1.2110326290130615,-1.519287347793579,-0.9026408195495605,0.14354652166366577,0.8883140683174133,1.7393006086349487,-0.7279549837112427,0.0,1.0
test,-1.489880919456482,-1.5561401844024658,-0.5675061941146851,-1.3504688739776611,-0.4177446663379669,0.9535182118415833,-0.8223503828048706,1.0,0.0
test,-1.3337651491165161,-0.10232220590114594,-1.3633053302764893,-1.056462287902832,0.8850427269935608,0.04764890670776367,-0.7906265258789062,0.0,1.0
test,-0.8988451957702637,-1.5516645908355713,0.02796339988708496,-1.1894524097442627,0.2929784059524536,1.5935754776000977,-0.4498080015182495,1.0,0.0
test,-1.4262025356292725,-1.0381290912628174,0.4853566884994507,-0.8230379819869995,-0.20225971937179565,2.7801246643066406,-0.115151546895504,0.0,1.0
test,-1.0135860443115234,-0.4365600645542145,0.35419198870658875,-1.0856772661209106,-0.598449170589447,0.723563015460968,-0.14379629492759705,1.0,0.0
test,-0.7002294659614563,-1.0336086750030518,1.6153899431228638,-1.4723069667816162,-0.44708648324012756,0.8361868262290955,-0.8360722661018372,0.0,1.0
test,-0.6801908016204834,-0.4978824257850647,0.33565133810043335,-1.1801021099090576,-0.5526496171951294,1.3030632734298706,-0.2993701994419098,1.0,0.0
test,-2.4355828762054443,-1.2906622886657715,0.3060056269168854,-2.0596530437469482,-0.090578593313694,1.4385961294174194,0.4098605215549469,0.0,1.0
test,-0.9454973340034485,-1.2553839683532715,-0.8765357732772827,-1.4808036088943481,0.28372588753700256,1.3520152568817139,-0.21310463547706604,1.0,0.0
test,-0.4424324631690979,-0.870197594165802,0.9449165463447571,-1.600722312927246,1.0632299184799194,1.8024108409881592,-0.31609970331192017,0.0,1.0
test,-0.6208127737045288,-0.3562433421611786,-0.1005360335111618,-1.5320366621017456,0.11974025517702103,1.3987005949020386,-0.6866039037704468,1.0,0.0
test,-1.5177876949310303,-0.46440401673316956,-1.0859246253967285,0.12714926898479462,0.14707866311073303,2.1191606521606445,-0.5420913696289062,0.0,1.0
test,-1.5127633810043335,-1.2492437362670898,-0.1608019918203354,-0.7389472126960754,0.028561482205986977,1.7414789199829102,-0.3435055613517761,1.0,0.0
test,-0.3798494040966034,-1.7306549549102783,0.48156821727752686,-1.2653064727783203,0.7526388168334961,-0.013805137947201729,-1.2002043724060059,0.0,1.0
