split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
train,1.0053461790084839,-1.2323027849197388,0.9807850122451782,-0.45288383960723877,0.5847989916801453,0.3252841532230377,1.0057166814804077,-0.1910560578107834,-0.8342567086219788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.7832167148590088,-0.649588406085968,0.4007698595523834,0.5985488295555115,0.6129610538482666,0.17100930213928223,1.7737547159194946,-1.3077670335769653,-0.2697458863258362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.6299113035202026,0.1543840765953064,0.6205002069473267,-0.1529305875301361,-0.6643197536468506,0.5682956576347351,1.4155585765838623,-1.5358859300613403,-2.3791611194610596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.5358060598373413,-1.1833540201187134,-1.252363681793213,-1.2752186059951782,-0.04186885431408882,2.0772085189819336,-1.3991609811782837,0.42062851786613464,1.5603346824645996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.1903909146785736,-2.324134588241577,2.4019076824188232,2.8473758697509766,-0.4933711588382721,1.1033985614776611,0.6510699391365051,2.7042384147644043,0.2251317799091339,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-2.1392574310302734,-4.736121654510498,-2.061375141143799,-0.2686605751514435,-0.1877441257238388,-0.759516179561615,0.16764485836029053,1.846632480621338,0.6479156017303467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.659606456756592,0.03485192358493805,5.001913070678711,-0.3234848082065582,3.688290596008301,-0.7160762548446655,1.7904551029205322,0.08492740243673325,-2.4129161834716797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-2.3252243995666504,0.2235850691795349,-0.42699286341667175,-4.416356563568115,1.5198484659194946,2.8803176879882812,3.100466728210449,-1.6481887102127075,3.9456448554992676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.9641602039337158,-1.5232349634170532,0.7872415781021118,-0.29718396067619324,0.15292885899543762,0.5653889179229736,1.3312009572982788,0.32058340311050415,-0.4233226180076599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.9989354610443115,-0.5291016697883606,-0.39309263229370117,-1.0445775985717773,1.1216235160827637,1.2832719087600708,0.015289162285625935,0.3334346413612366,-1.2290688753128052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.7602154016494751,-1.2790343761444092,2.7103450298309326,0.6714995503425598,0.3691972494125366,0.6983596682548523,0.1568678468465805,0.6944629549980164,-1.6781483888626099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.48044151067733765,-2.0932183265686035,3.1335768699645996,1.1584687232971191,0.5622867345809937,0.3915073573589325,0.04156762734055519,1.3384888172149658,0.25598591566085815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-2.0898756980895996,-0.7550139427185059,-2.3716530799865723,0.05586705356836319,2.0644371509552,0.4743993282318115,-1.133142113685608,-0.11721072345972061,0.8286362290382385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.9172325134277344,0.588993489742279,-2.170844554901123,-3.209503650665283,-0.28902748227119446,2.0654799938201904,1.786684274673462,2.3915023803710938,2.655604600906372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.8147261142730713,0.8861714005470276,1.2242838144302368,2.288881778717041,-1.0628981590270996,-0.13515634834766388,4.409905433654785,3.8676278591156006,-0.3680981993675232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.12725597620010376,-0.3702470064163208,-5.712493896484375,0.15017656981945038,4.281270503997803,0.9836870431900024,-0.9070399403572083,0.804868757724762,-2.9302008152008057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.6108603477478027,-1.2155920267105103,0.23479969799518585,-0.6511290669441223,0.0036718561314046383,0.6366285085678101,0.9316792488098145,-0.07091201096773148,-0.5499486923217773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.0020172595977783,0.9509605169296265,0.6172763109207153,-0.5832379460334778,-0.076386958360672,0.5250279903411865,0.20492713153362274,0.028151392936706543,-0.7310458421707153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.2721686363220215,0.34476596117019653,0.22947227954864502,-1.401365041732788,1.7831834554672241,0.6653723120689392,2.3022685050964355,-0.9114816784858704,0.0070806266739964485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.3112030029296875,0.32955917716026306,-0.7287428975105286,-2.3350446224212646,1.1415812969207764,1.3475368022918701,2.679905652999878,-1.6521580219268799,-1.4625087976455688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.25122880935668945,0.4789107143878937,-1.0895544290542603,1.4772648811340332,2.2626028060913086,1.0937317609786987,-0.2004672735929489,-3.275571823120117,-0.49910178780555725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,2.2952287197113037,-3.779998302459717,-2.059098243713379,2.52653431892395,2.2552483081817627,-0.13628901541233063,1.4656543731689453,1.6425849199295044,1.4839833974838257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,4.680551052093506,-2.5758707523345947,0.16282567381858826,2.678178548812866,4.53507137298584,1.2692973613739014,1.186627745628357,1.452015995979309,0.23587897419929504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,6.940789699554443,-0.7455887794494629,-0.46097472310066223,-2.4766361713409424,3.0729031562805176,1.804504156112671,3.9630231857299805,-0.22545963525772095,-1.4127964973449707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.9277837872505188,-0.8700101375579834,-0.1665160208940506,-0.2941220998764038,-0.2885669469833374,0.2924453318119049,0.2818032503128052,0.35191604495048523,-0.8166082501411438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.4414135813713074,-1.7404264211654663,-0.01941666007041931,-1.2674064636230469,0.24168622493743896,0.023410983383655548,0.4863969385623932,0.4972606897354126,-0.841235876083374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.4255681037902832,-0.26407429575920105,-1.7093791961669922,-0.5593879818916321,-1.0964670181274414,1.4667994976043701,0.2214868664741516,0.4360896050930023,0.429116815328598,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.5313658714294434,-0.820636510848999,-1.7850240468978882,-2.012895107269287,1.2205747365951538,1.474375605583191,-0.7634598612785339,0.8323941230773926,-1.1492503881454468,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.0979034900665283,-1.597095012664795,-0.014146487228572369,-3.76371693611145,1.0306106805801392,-1.2941445112228394,-0.3372761607170105,-2.086561441421509,0.4084482789039612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.22663548588752747,0.07472947984933853,-0.6562706828117371,-4.121664047241211,1.8460708856582642,1.2557551860809326,-0.29966941475868225,-3.264404535293579,-2.3744957447052,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.8882079124450684,-3.815436601638794,3.722681760787964,-3.4333252906799316,-1.3630155324935913,-0.4277816116809845,-1.8365488052368164,2.0329530239105225,0.2711606025695801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.2538204491138458,2.8563480377197266,1.7492039203643799,1.3171542882919312,-4.178033828735352,3.487626791000366,1.4407752752304077,-3.392068386077881,1.6966670751571655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.8320696353912354,-0.9887135624885559,-0.017071399837732315,0.39688798785209656,-0.13077418506145477,0.17496320605278015,0.46869173645973206,0.07625608891248703,-0.7398754954338074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.506139874458313,-1.570312738418579,-0.26823288202285767,0.6144671440124512,-0.6235342025756836,1.3237112760543823,1.1668610572814941,0.6233335137367249,-0.5963165760040283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
