split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4
train,-0.22743144631385803,-1.0684152841567993,0.5049720406532288,-0.06974346190690994,1.0,0.0,0.0,0.0,0.0
train,1.0460987091064453,0.026327481493353844,0.37045422196388245,1.611944317817688,0.0,1.0,0.0,0.0,0.0
train,1.103441834449768,-0.9022836685180664,-1.7607307434082031,-2.083167314529419,0.0,0.0,1.0,0.0,0.0
train,-3.3172149658203125,0.7875869274139404,-0.7231360077857971,-1.0996415615081787,0.0,0.0,0.0,1.0,0.0
train,2.183224678039551,-3.7975757122039795,3.1920650005340576,-1.0451830625534058,0.0,0.0,0.0,0.0,1.0
train,0.9897057414054871,-0.6906054019927979,0.9028152823448181,-0.25699543952941895,1.0,0.0,0.0,0.0,0.0
train,-0.601334810256958,0.03817678242921829,-0.20446351170539856,1.4591046571731567,0.0,1.0,0.0,0.0,0.0
train,1.7146426439285278,-0.0630117878317833,0.5855788588523865,2.403456926345825,0.0,0.0,1.0,0.0,0.0
train,-0.9333659410476685,1.6197960376739502,3.631277322769165,0.2645214796066284,0.0,0.0,0.0,1.0,0.0
train,-3.7625179290771484,-2.8293020725250244,1.6703479290008545,0.11996125429868698,0.0,0.0,0.0,0.0,1.0
train,-0.048659391701221466,-0.4427872896194458,0.7431141138076782,0.607638955116272,1.0,0.0,0.0,0.0,0.0
train,0.021224990487098694,0.17247724533081055,-1.0521403551101685,-1.5626684427261353,0.0,1.0,0.0,0.0,0.0
train,-1.7283804416656494,-2.1361167430877686,-0.569786787033081,-0.9242820143699646,0.0,0.0,1.0,0.0,0.0
train,0.7458075284957886,2.1343045234680176,2.3032405376434326,2.291907548904419,0.0,0.0,0.0,1.0,0.0
train,0.1358124017715454,-1.5954647064208984,5.119414329528809,-0.8162570595741272,0.0,0.0,0.0,0.0,1.0
train,-0.10231070220470428,0.5253226161003113,0.47425684332847595,0.26811301708221436,1.0,0.0,0.0,0.0,0.0
train,1.8913506269454956,0.8170337677001953,0.9092337489128113,-0.18878468871116638,0.0,1.0,0.0,0.0,0.0
train,0.416154146194458,-1.7233089208602905,2.8579370975494385,0.47165992856025696,0.0,0.0,1.0,0.0,0.0
train,-1.8622153997421265,-0.9872753620147705,-0.6860207319259644,2.900604724884033,0.0,0.0,0.0,1.0,0.0
train,4.90973424911499,-0.5558190941810608,0.6274744868278503,-2.0903475284576416,0.0,0.0,0.0,0.0,1.0
train,0.04371795058250427,0.6793287992477417,0.35627439618110657,-0.518597424030304,1.0,0.0,0.0,0.0,0.0
train,1.5027310848236084,-0.10597546398639679,0.990141749382019,-1.6694506406784058,0.0,1.0,0.0,0.0,0.0
train,-1.80447256565094,-0.4112091660499573,-1.7551316022872925,0.1853501796722412,0.0,0.0,1.0,0.0,0.0
train,-2.6536476612091064,2.3965065479278564,0.7484567165374756,0.22527360916137695,0.0,0.0,0.0,1.0,0.0
train,3.1510372161865234,1.1990402936935425,-0.05884261801838875,3.5982131958007812,0.0,0.0,0.0,0.0,1.0
val,1.1517314910888672,-0.006054878234863281,0.38283467292785645,0.2301260530948639,1.0,0.0,0.0,0.0,0.0
val,0.6215808987617493,0.6829207539558411,2.068521022796631,-0.4780038595199585,0.0,1.0,0.0,0.0,0.0
val,-0.7674717307090759,-0.3848850131034851,-2.1671957969665527,1.0220445394515991,0.0,0.0,1.0,0.0,0.0
val,1.6340999603271484,2.3654143810272217,-0.4308173954486847,-2.8272151947021484,0.0,0.0,0.0,1.0,0.0
val,1.8998810052871704,1.930466651916504,4.010144233703613,1.8441596031188965,0.0,0.0,0.0,0.0,1.0
val,0.34744811058044434,0.03983549401164055,-0.5851396918296814,-0.44662752747535706,1.0,0.0,0.0,0.0,0.0
val,0.36997050046920776,0.00047955018817447126,-1.0572129487991333,1.1820162534713745,0.0,1.0,0.0,0.0,0.0
val,0.9809683561325073,-2.213402271270752,1.3170667886734009,-2.1430892944335938,0.0,0.0,1.0,0.0,0.0
val,2.300508499145508,-1.829410433769226,-1.5077177286148071,-2.6724088191986084,0.0,0.0,0.0,1.0,0.0
val,2.8438968658447266,-3.356656789779663,3.1444058418273926,0.7561298608779907,0.0,0.0,0.0,0.0,1.0
val,0.6417986750602722,-0.703195333480835,0.35829952359199524,0.5948727130889893,1.0,0.0,0.0,0.0,0.0
val,0.988395094871521,-0.8273846507072449,-1.4094663858413696,-0.5245477557182312,0.0,1.0,0.0,0.0,0.0
val,2.7457971572875977,1.451612949371338,0.0919218435883522,-0.429136723279953,0.0,0.0,1.0,0.0,0.0
val,-1.052571415901184,-3.114126443862915,-2.01982045173645,-0.8131435513496399,0.0,0.0,0.0,1.0,0.0
val,-1.5138813257217407,1.0515011548995972,3.162736177444458,3.262115716934204,0.0,0.0,0.0,0.0,1.0
val,-0.33970943093299866,0.25910648703575134,-0.16409726440906525,-0.520727276802063,1.0,0.0,0.0,0.0,0.0
val,1.8656249046325684,-0.27762067317962646,-0.7594519853591919,-0.7688039541244507,0.0,1.0,0.0,0.0,0.0
val,-1.6017407178878784,1.6895403861999512,1.2113909721374512,-1.1863672733306885,0.0,0.0,1.0,0.0,0.0
val,-0.9920898675918579,1.2482529878616333,2.339078664779663,2.635242223739624,0.0,0.0,0.0,1.0,0.0
val,-0.8617454171180725,4.448239326477051,-0.9077387452125549,0.09073861688375473,0.0,0.0,0.0,0.0,1.0
val,-0.36800089478492737,0.282861590385437,0.8814538717269897,-0.2615281641483307,1.0,0.0,0.0,0.0,0.0
val,2.0324618816375732,-0.4473881721496582,-0.22922402620315552,0.5523684620857239,0.0,1.0,0.0,0.0,0.0
val,-0.2190484255552292,-2.8201115131378174,1.3277153968811035,0.842342734336853,0.0,0.0,1.0,0.0,0.0
val,-3.523829221725464,-1.2375062704086304,0.3117521405220032,0.4504566490650177,0.0,0.0,0.0,1.0,0.0
val,1.9952448606491089,-2.8530561923980713,-0.9904488325119019,3.453341007232666,0.0,0.0,0.0,0.0,1.0
test,0.3879176676273346,0.34711477160453796,-0.352006733417511,-0.6163897514343262,1.0,0.0,0.0,0.0,0.0
test,1.697656273841858,-1.4922642707824707,-0.3316355347633362,-0.27124717831611633,0.0,1.0,0.0,0.0,0.0
test,-0.869601309299469,0.6903986930847168,-1.3796122074127197,1.730126142501831,0.0,0.0,1.0,0.0,0.0
test,-1.040856122970581,3.1173815727233887,-0.3571000397205353,-1.783424973487854,0.0,0.0,0.0,1.0,0.0
test,2.338442087173462,0.4228547215461731,4.76172399520874,0.7097786664962769,0.0,0.0,0.0,0.0,1.0
test,0.25378280878067017,-1.1496690511703491,0.08278367668390274,-0.5466966032981873,1.0,0.0,0.0,0.0,0.0
test,0.34941351413726807,0.2321234792470932,1.6111950874328613,-1.693511962890625,0.0,1.0,0.0,0.0,0.0
test,0.13494735956192017,2.5033209323883057,0.7923736572265625,-1.33269464969635,0.0,0.0,1.0,0.0,0.0
test,3.635115385055542,-1.7035179138183594,0.22329074144363403,-1.855118751525879,0.0,0.0,0.0,1.0,0.0
test,-2.3573408126831055,3.691753625869751,-0.8628481030464172,-1.2427703142166138,0.0,0.0,0.0,0.0,1.0
test,0.020867515355348587,-0.23183029890060425,-0.5651324391365051,-0.5323859453201294,1.0,0.0,0.0,0.0,0.0
test,0.17287911474704742,-1.9064998626708984,-0.0969473123550415,-1.2309163808822632,0.0,1.0,0.0,0.0,0.0
test,-1.7904703617095947,-0.7426537871360779,-1.3916206359863281,-1.4023311138153076,0.0,0.0,1.0,0.0,0.0
test,2.145510196685791,-2.126305341720581,-0.8843042850494385,2.5183804035186768,0.0,0.0,0.0,1.0,0.0
test,0.5213309526443481,-0.9212175607681274,-0.753920316696167,-5.045253753662109,0.0,0.0,0.0,0.0,1.0
test,0.9245910048484802,-0.5516422390937805,0.06028861925005913,-0.8705288767814636,1.0,0.0,0.0,0.0,0.0
test,-0.43224307894706726,-0.0949193462729454,-0.5663905739784241,-1.8399897813796997,0.0,1.0,0.0,0.0,0.0
test,1.2397196292877197,0.060256533324718475,-1.7014049291610718,1.7338618040084839,0.0,0.0,1.0,0.0,0.0
test,2.0451161861419678,-1.0473172664642334,3.835313320159912,-0.5352458357810974,0.0,0.0,0.0,1.0,0.0
test,-0.4643116593360901,3.417447566986084,-2.294651508331299,1.7952582836151123,0.0,0.0,0.0,0.0,1.0
test,0.5389097929000854,-1.1526275873184204,0.0659589022397995,-0.04113044589757919,1.0,0.0,0.0,0.0,0.0
test,1.4282283782958984,1.1869921684265137,0.9622843265533447,0.31311753392219543,0.0,1.0,0.0,0.0,0.0
test,-2.1157610416412354,0.3102879822254181,1.0714590549468994,-1.7605783939361572,0.0,0.0,1.0,0.0,0.0
test,-1.913733720779419,-2.652477979660034,2.243368625640869,-1.5342061519622803,0.0,0.0,0.0,1.0,0.0
test,1.46159827709198,0.6108458638191223,-3.166238784790039,-3.471846103668213,0.0,0.0,0.0,0.0,1.0
test,0.4181143641471863,0.06977199763059616,0.8624478578567505,-1.0075596570968628,1.0,0.0,0.0,0.0,0.0
test,1.5278308391571045,-0.6913614869117737,1.7629040479660034,0.2907736301422119,0.0,1.0,0.0,0.0,0.0
test,-2.247868299484253,-0.5428877472877502,-1.1880265474319458,0.10878032445907593,0.0,0.0,1.0,0.0,0.0
test,1.459028720855713,-1.5981706380844116,-1.3780298233032227,2.9144961833953857,0.0,0.0,0.0,1.0,0.0
test,-0.09724501520395279,-3.1710338592529297,1.4038838148117065,3.6719484329223633,0.0,0.0,0.0,0.0,1.0
test,0.5876094698905945,0.6299167275428772,0.6240153908729553,0.05142317712306976,1.0,0.0,0.0,0.0,0.0
test,1.26912260055542,-1.8729335069656372,-0.24095399677753448,-0.42554500699043274,0.0,1.0,0.0,0.0,0.0
test,-0.41220712661743164,1.6944788694381714,-1.4459865093231201,1.0218349695205688,0.0,0.0,1.0,0.0,0.0
test,0.2991918623447418,0.11400061100721359,-2.1703617572784424,-3.3097732067108154,0.0,0.0,0.0,1.0,0.0
test,-1.4781607389450073,3.100872039794922,-2.70407772064209,0.9584705233573914,0.0,0.0,0.0,0.0,1.0
test,0.09965848922729492,-0.03126220777630806,0.6666110754013062,0.6824622750282288,1.0,0.0,0.0,0.0,0.0
test,-1.1991506814956665,-0.5675547122955322,1.2739288806915283,-1.1203750371932983,0.0,1.0,0.0,0.0,0.0
test,-2.3685286045074463,0.9382724761962891,-0.37794676423072815,-0.2965211272239685,0.0,0.0,1.0,0.0,0.0
test,-0.9689373970031738,-2.144373893737793,3.1524531841278076,-1.9277106523513794,0.0,0.0,0.0,1.0,0.0
test,-3.6994903087615967,-1.7342621088027954,-2.2145512104034424,0.31855231523513794,0.0,0.0,0.0,0.0,1.0
test,0.539580762386322,0.08105003088712692,-0.4039192199707031,-0.7423652410507202,1.0,0.0,0.0,0.0,0.0
test,1.123401403427124,1.091217279434204,0.18872003257274628,-1.4474257230758667,0.0,1.0,0.0,0.0,0.0
test,-0.9887892603874207,2.1419003009796143,1.3453665971755981,-1.04264235496521,0.0,0.0,1.0,0.0,0.0
test,1.0977199077606201,0.3132142424583435,-3.306753635406494,-1.5253628492355347,0.0,0.0,0.0,1.0,0.0
test,-1.8178942203521729,1.3310974836349487,-2.136993646621704,3.230647325515747,0.0,0.0,0.0,0.0,1.0
test,1.1758909225463867,0.04937764257192612,0.7015130519866943,-0.3003649115562439,1.0,0.0,0.0,0.0,0.0
test,-0.16035228967666626,1.2343937158584595,-0.05198349803686142,0.9863998293876648,0.0,1.0,0.0,0.0,0.0
test,-0.9090831875801086,-2.599870443344116,1.5638561248779297,-0.9389141201972961,0.0,0.0,1.0,0.0,0.0
test,-1.6247587203979492,-2.9680287837982178,2.537883996963501,0.08207257091999054,0.0,0.0,0.0,1.0,0.0
test,0.7165952324867249,1.036850929260254,4.917280673980713,-1.7312129735946655,0.0,0.0,0.0,0.0,1.0
test,1.057026982307434,-0.8548163771629333,0.20543545484542847,-0.36053067445755005,1.0,0.0,0.0,0.0,0.0
test,2.216247081756592,-0.30094295740127563,0.5215317010879517,-0.7321703433990479,0.0,1.0,0.0,0.0,0.0
test,0.16050322353839874,0.3874959945678711,-1.7085145711898804,-2.3102848529815674,0.0,0.0,1.0,0.0,0.0
test,1.975275993347168,-3.0844686031341553,-1.6077954769134521,-1.3487017154693604,0.0,0.0,0.0,1.0,0.0
test,1.3528995513916016,-5.022932052612305,0.03406557813286781,0.7402969002723694,0.0,0.0,0.0,0.0,1.0
test,0.04157703369855881,-0.6507388353347778,0.5596638321876526,0.6308085322380066,1.0,0.0,0.0,0.0,0.0
test,0.7824631929397583,-0.07766741514205933,0.7282805442810059,-2.114107608795166,0.0,1.0,0.0,0.0,0.0
test,-0.7149341702461243,-0.18674054741859436,-2.399966239929199,-0.8882781863212585,0.0,0.0,1.0,0.0,0.0
test,-2.1517932415008545,1.6568046808242798,-1.9647412300109863,-1.2622120380401611,0.0,0.0,0.0,1.0,0.0
test,2.9005727767944336,-3.5724546909332275,0.0665632039308548,-2.8713419437408447,0.0,0.0,0.0,0.0,1.0
test,0.7414573431015015,-0.6980876922607422,0.8420708179473877,-0.8066517114639282,1.0,0.0,0.0,0.0,0.0
test,1.9791514873504639,-1.23941969871521,0.7141004800796509,-0.37093812227249146,0.0,1.0,0.0,0.0,0.0
