split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4,class_5
train,1.3445526361465454,-0.806285560131073,0.4876105487346649,1.1648324728012085,-0.2577969431877136,-0.81479412317276,0.22341883182525635,0.7771622538566589,1.0907799005508423,1.0,0.0,0.0,0.0,0.0,0.0
train,1.2572821378707886,-1.3515613079071045,0.4700302183628082,0.7719961404800415,0.6280266046524048,0.29372766613960266,0.7520287036895752,1.1588382720947266,2.3710055351257324,0.0,1.0,0.0,0.0,0.0,0.0
train,2.8717706203460693,-0.7016684412956238,0.9161438345909119,2.614135265350342,-1.0074326992034912,-1.0920859575271606,-0.30547335743904114,-0.1769857555627823,3.0053582191467285,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.6383910179138184,0.36702316999435425,2.304182291030884,1.249843716621399,-0.850443959236145,-2.595344305038452,1.8631644248962402,1.7555664777755737,2.0337281227111816,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.4226324260234833,-1.502958059310913,-0.22531291842460632,1.029044270515442,-0.4665874242782593,-2.7471766471862793,3.193420171737671,3.4226064682006836,0.542300283908844,0.0,0.0,0.0,0.0,1.0,0.0
train,0.2037908434867859,2.755821943283081,3.269787311553955,0.06710433214902878,-2.0354106426239014,-0.22583194077014923,-0.668333113193512,1.0456855297088623,4.0954813957214355,0.0,0.0,0.0,0.0,0.0,1.0
train,1.6422556638717651,-0.24061167240142822,0.6069566607475281,1.913813829421997,0.8416935205459595,-0.7338583469390869,-0.0745905190706253,1.1705632209777832,1.1956961154937744,1.0,0.0,0.0,0.0,0.0,0.0
train,1.140538215637207,-1.3484091758728027,0.8927074074745178,0.9493772387504578,0.6760576367378235,-0.2182265967130661,-0.22651180624961853,2.218231201171875,1.6204530000686646,0.0,1.0,0.0,0.0,0.0,0.0
train,1.0613495111465454,-0.9369850158691406,-1.1223374605178833,1.7725712060928345,0.8214128017425537,-0.04283922538161278,1.1438469886779785,-0.46130552887916565,2.9841721057891846,0.0,0.0,1.0,0.0,0.0,0.0
train,1.3043079376220703,-2.5588247776031494,0.4724515378475189,0.10137184709310532,-0.2290877252817154,-3.3556971549987793,0.6867351531982422,0.08066273480653763,2.0793771743774414,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.757034957408905,-2.8477113246917725,1.1028032302856445,2.336024522781372,-0.5079882144927979,-0.9047191143035889,1.8142811059951782,-1.5669654607772827,-1.1078168153762817,0.0,0.0,0.0,0.0,1.0,0.0
train,5.171851634979248,0.5630658268928528,0.25544172525405884,2.2094991207122803,-2.1828033924102783,-0.6363285779953003,0.7061399221420288,4.626134395599365,1.3612053394317627,0.0,0.0,0.0,0.0,0.0,1.0
train,1.4839190244674683,-0.4101714789867401,0.9973734617233276,2.234267473220825,-0.25373575091362,-0.2574384808540344,0.1262197643518448,0.8453596830368042,1.9466462135314941,1.0,0.0,0.0,0.0,0.0,0.0
train,0.8985565900802612,-0.22781279683113098,0.36583662033081055,0.9421190619468689,0.638270378112793,0.9282371401786804,0.1637541949748993,1.1481598615646362,1.2609401941299438,0.0,1.0,0.0,0.0,0.0,0.0
train,2.8769280910491943,-1.985661506652832,1.1373634338378906,1.4854646921157837,1.4265018701553345,0.5309597253799438,0.6583303213119507,-0.012762490659952164,0.960594117641449,0.0,0.0,1.0,0.0,0.0,0.0
train,0.04357041418552399,-0.03985440358519554,0.11852242052555084,0.47775939106941223,1.108892798423767,-1.0155808925628662,1.0150048732757568,2.9530210494995117,-1.1145316362380981,0.0,0.0,0.0,1.0,0.0,0.0
train,1.386490821838379,-1.4425179958343506,-2.6081573963165283,-0.9591385722160339,-1.934354543685913,-0.6324487328529358,1.2589739561080933,1.3007402420043945,1.8770575523376465,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.2143079042434692,-0.9438375234603882,1.2022000551223755,3.163740873336792,5.26325798034668,-0.7534983158111572,0.6923714280128479,2.147688150405884,0.811107873916626,0.0,0.0,0.0,0.0,0.0,1.0
train,1.104883074760437,-0.41377776861190796,1.1052652597427368,2.5569589138031006,-0.023149481043219566,-0.7538328170776367,-0.042955465614795685,1.013576865196228,1.607079267501831,1.0,0.0,0.0,0.0,0.0,0.0
train,1.5790235996246338,-1.0141682624816895,1.4984002113342285,1.8639363050460815,-0.13856957852840424,0.783541738986969,0.6269605159759521,0.3746089041233063,2.127256155014038,0.0,1.0,0.0,0.0,0.0,0.0
train,1.0201961994171143,-1.6847482919692993,-1.6206841468811035,1.7177681922912598,0.5604640245437622,0.08090344816446304,-0.5856506824493408,0.6340237259864807,0.44515910744667053,0.0,0.0,1.0,0.0,0.0,0.0
train,1.9368733167648315,-0.18238896131515503,0.43629908561706543,-0.4859507977962494,-0.38945168256759644,0.033332742750644684,0.21282771229743958,0.2462121844291687,-1.4774771928787231,0.0,0.0,0.0,1.0,0.0,0.0
train,0.15643417835235596,1.7408905029296875,2.734750509262085,3.643099308013916,-0.8900212645530701,-3.00764799118042,0.42323577404022217,-0.8511509895324707,0.5338451266288757,0.0,0.0,0.0,0.0,1.0,0.0
train,1.43809974193573,1.069475769996643,-0.5945932269096375,2.780639171600342,2.794069528579712,2.1087584495544434,3.8343989849090576,1.2366951704025269,-0.7245670557022095,0.0,0.0,0.0,0.0,0.0,1.0
train,1.4613037109375,-0.34446102380752563,0.5653533339500427,1.7836947441101074,0.17003881931304932,-1.298614501953125,0.006697845179587603,1.484445571899414,1.3235384225845337,1.0,0.0,0.0,0.0,0.0,0.0
train,1.5843894481658936,-0.5889929533004761,0.5375630259513855,2.3773303031921387,1.7028396129608154,0.2498590350151062,0.6448193788528442,1.5137065649032593,1.871603012084961,0.0,1.0,0.0,0.0,0.0,0.0
train,2.459162473678589,0.5024420619010925,1.2201844453811646,0.15448498725891113,0.8807995319366455,-1.9553157091140747,-0.20350413024425507,0.35634854435920715,1.7795681953430176,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.6551914811134338,-1.560886025428772,0.8608587384223938,2.271338939666748,0.2019863724708557,-0.1954861879348755,-1.7130985260009766,3.015758752822876,2.921847343444824,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.8408809900283813,-1.770391583442688,-1.0189489126205444,4.421902656555176,-1.7812397480010986,-1.1551761627197266,0.4455062747001648,0.7056786417961121,0.6984936594963074,0.0,0.0,0.0,0.0,1.0,0.0
train,0.9574795961380005,0.5203033089637756,5.070591449737549,2.7735278606414795,-1.3013699054718018,-2.5585381984710693,3.060856819152832,1.435834288597107,0.5222980976104736,0.0,0.0,0.0,0.0,0.0,1.0
val,1.1092811822891235,-0.29081013798713684,1.162566900253296,1.2963682413101196,0.3454800546169281,-0.7048218846321106,0.8348202109336853,0.9816033244132996,1.4406285285949707,1.0,0.0,0.0,0.0,0.0,0.0
val,1.3985246419906616,-1.044960856437683,1.3876880407333374,1.798178791999817,-0.498141884803772,-0.842186450958252,-0.4756278693675995,0.41373834013938904,2.717787742614746,0.0,1.0,0.0,0.0,0.0,0.0
val,1.2128633260726929,-1.2114754915237427,0.06031744182109833,1.1726638078689575,-1.0061564445495605,-2.0460457801818848,-0.8911006450653076,0.5622690320014954,-0.17982208728790283,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.5342580676078796,0.28389137983322144,-0.1442943811416626,0.8437002301216125,-2.3664889335632324,0.9588549137115479,-0.542777419090271,1.4624220132827759,1.6800627708435059,0.0,0.0,0.0,1.0,0.0,0.0
val,1.6407017707824707,-1.657103419303894,-3.780534505844116,1.0956183671951294,0.5711303949356079,-0.5824046730995178,-0.8104121088981628,1.152916431427002,2.8419337272644043,0.0,0.0,0.0,0.0,1.0,0.0
val,1.3923120498657227,-2.153228759765625,-1.2626726627349854,-0.31992244720458984,-2.5367984771728516,1.7230896949768066,0.49762263894081116,0.9504349231719971,4.898445129394531,0.0,0.0,0.0,0.0,0.0,1.0
val,0.8790512084960938,-0.5133844614028931,1.0999183654785156,1.9318890571594238,0.3260548710823059,-0.7362678050994873,0.9030858874320984,1.2860654592514038,1.8554911613464355,1.0,0.0,0.0,0.0,0.0,0.0
val,2.60734486579895,0.48080894351005554,1.4155375957489014,1.9577608108520508,-0.09265445917844772,-1.0024000406265259,0.05453125014901161,0.6464014649391174,1.6926944255828857,0.0,1.0,0.0,0.0,0.0,0.0
val,0.40439507365226746,-2.7285447120666504,1.1833163499832153,0.8641416430473328,1.2527778148651123,-0.8847493529319763,0.6215870380401611,0.24198180437088013,2.1554179191589355,0.0,0.0,1.0,0.0,0.0,0.0
val,3.2219324111938477,-0.2191656082868576,0.9282704591751099,2.92195200920105,-1.5500212907791138,1.7845458984375,0.671652615070343,2.3378732204437256,1.1387957334518433,0.0,0.0,0.0,1.0,0.0,0.0
val,0.3372794985771179,-0.4168573021888733,0.2806452214717865,4.6130900382995605,-0.5521732568740845,-3.74462628364563,1.7549751996994019,3.0062739849090576,1.8154866695404053,0.0,0.0,0.0,0.0,1.0,0.0
val,3.045457601547241,-0.7745764851570129,0.5963068008422852,4.658842086791992,-3.133697032928467,0.24382081627845764,-0.1999041736125946,-1.0807467699050903,4.423705577850342,0.0,0.0,0.0,0.0,0.0,1.0
val,1.2292325496673584,-0.7660107016563416,0.9144534468650818,1.8086384534835815,0.18060104548931122,-1.3938004970550537,0.20354411005973816,0.4340050518512726,1.3509589433670044,1.0,0.0,0.0,0.0,0.0,0.0
val,0.343975692987442,0.19909577071666718,1.2056971788406372,1.0577055215835571,-0.5820983648300171,0.2136935293674469,0.006974933668971062,1.075446605682373,1.3235089778900146,0.0,1.0,0.0,0.0,0.0,0.0
val,1.7576402425765991,-0.6124894618988037,0.3037250339984894,1.5985521078109741,1.111788034439087,-0.9056307673454285,1.4485838413238525,-1.475746989250183,0.6133759617805481,0.0,0.0,1.0,0.0,0.0,0.0
val,3.5502841472625732,-2.182464122772217,-0.6623553037643433,2.7047417163848877,1.6376348733901978,-0.4376688301563263,0.6083482503890991,2.8888955116271973,1.3673275709152222,0.0,0.0,0.0,1.0,0.0,0.0
val,2.104212760925293,-2.655949831008911,0.5443653464317322,2.097048282623291,-0.10008049756288528,-2.6761820316314697,-3.3817219734191895,1.6102372407913208,0.35233333706855774,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.3843010365962982,-0.5814619064331055,-3.2067816257476807,4.170916557312012,-2.4309661388397217,1.6074148416519165,0.8040154576301575,0.7403090000152588,0.31650611758232117,0.0,0.0,0.0,0.0,0.0,1.0
val,0.794270932674408,-0.47613826394081116,-0.0021398961544036865,1.9939260482788086,-0.04619621858000755,-0.9677178859710693,0.47339463233947754,0.5767102837562561,1.2657884359359741,1.0,0.0,0.0,0.0,0.0,0.0
val,0.8591713905334473,0.05920061096549034,-0.2118217647075653,2.3537731170654297,-1.11378812789917,-1.0071123838424683,-0.00676257349550724,0.5190538167953491,0.8626842498779297,0.0,1.0,0.0,0.0,0.0,0.0
val,2.700883388519287,-1.8291956186294556,0.4206361174583435,1.5046861171722412,1.8610588312149048,-1.996846079826355,1.0669461488723755,0.7426233291625977,1.6814088821411133,0.0,0.0,1.0,0.0,0.0,0.0
val,2.8352479934692383,2.141103744506836,0.5788198709487915,2.555417776107788,0.8685520887374878,-1.4857388734817505,-1.3364226818084717,0.9080827832221985,2.6713051795959473,0.0,0.0,0.0,1.0,0.0,0.0
val,1.842520833015442,1.6596062183380127,-3.239870309829712,2.2279481887817383,-0.6453748941421509,-1.9171981811523438,1.7476625442504883,1.191352128982544,1.9067914485931396,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.19706647098064423,2.718172788619995,2.807690382003784,-0.1097530648112297,-2.9979021549224854,-1.9310481548309326,-0.21500270068645477,1.0786001682281494,2.804574728012085,0.0,0.0,0.0,0.0,0.0,1.0
val,1.4194445610046387,-0.4466570317745209,0.3536090552806854,2.0512959957122803,-0.5510948896408081,-0.5749949812889099,0.4577491283416748,0.42297062277793884,1.6102895736694336,1.0,0.0,0.0,0.0,0.0,0.0
val,1.0977939367294312,-0.40590807795524597,-1.0779809951782227,1.9072436094284058,-0.5142079591751099,-0.40407463908195496,0.7869395017623901,0.5552115440368652,1.8075854778289795,0.0,1.0,0.0,0.0,0.0,0.0
val,0.39454761147499084,-1.0878127813339233,-1.257022738456726,2.255100965499878,0.5371866822242737,-2.0616931915283203,0.16433927416801453,2.140562057495117,2.2018749713897705,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.6317081451416016,-0.023024411872029305,2.4768357276916504,0.5433438420295715,0.27889958024024963,1.1203197240829468,0.16613753139972687,2.80932879447937,1.8537274599075317,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.022467324510216713,-1.5231618881225586,-2.8001506328582764,3.0193400382995605,2.0442562103271484,0.5873952507972717,2.239647388458252,0.3251641094684601,0.6443030834197998,0.0,0.0,0.0,0.0,1.0,0.0
val,3.9992434978485107,2.4981915950775146,2.3740551471710205,2.180185317993164,-0.8019881844520569,0.3623100221157074,-0.9439541697502136,1.6161795854568481,-2.0129122734069824,0.0,0.0,0.0,0.0,0.0,1.0
test,1.295447826385498,-0.8198978900909424,0.4166107475757599,1.921831727027893,0.40448832511901855,-0.36617329716682434,1.1604573726654053,0.5575993657112122,1.270013451576233,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4827338457107544,1.0020664930343628,0.49952414631843567,2.2298219203948975,-0.22378404438495636,-0.523598849773407,0.5813717246055603,-0.09136936068534851,1.5202645063400269,0.0,1.0,0.0,0.0,0.0,0.0
test,1.645263671875,0.08960777521133423,-0.648465633392334,4.03089714050293,1.0342276096343994,-1.001319169998169,0.3826453983783722,0.4036142826080322,0.39341235160827637,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.6156312823295593,0.4046320617198944,-0.539832592010498,1.314854383468628,1.0564481019973755,-2.109450101852417,-1.011451005935669,-0.42854782938957214,3.1389904022216797,0.0,0.0,0.0,1.0,0.0,0.0
test,0.05859814211726189,-1.2807888984680176,-0.968427300453186,-0.05101757496595383,2.5355141162872314,-1.439210057258606,1.8628627061843872,0.7009507417678833,4.294188022613525,0.0,0.0,0.0,0.0,1.0,0.0
test,1.073516845703125,1.5489553213119507,2.882138967514038,4.480217456817627,0.7076143026351929,0.4230835437774658,-0.550955593585968,-2.0645270347595215,-1.4684076309204102,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9905480146408081,-0.7470299005508423,0.5889862179756165,1.921330451965332,-0.2804237902164459,-0.8529536128044128,1.0265575647354126,0.8124310970306396,0.9981296062469482,1.0,0.0,0.0,0.0,0.0,0.0
test,2.1212666034698486,-0.3161780834197998,0.958227276802063,1.6692346334457397,-0.01654292270541191,0.18734870851039886,0.3981027901172638,0.020821750164031982,0.19538933038711548,0.0,1.0,0.0,0.0,0.0,0.0
test,0.20514807105064392,-2.222791910171509,0.7841089963912964,0.7892215847969055,-0.33728355169296265,-2.2096216678619385,0.005547043867409229,0.5038322806358337,2.32865571975708,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2020143270492554,-1.6160248517990112,-1.3342701196670532,2.572050094604492,-0.6330377459526062,-2.7795534133911133,0.9268361926078796,1.082029104232788,3.6581497192382812,0.0,0.0,0.0,1.0,0.0,0.0
test,0.8383280038833618,-3.4031472206115723,-0.47243520617485046,2.631213665008545,1.821040391921997,-4.064448356628418,1.1432055234909058,1.0656514167785645,1.6459835767745972,0.0,0.0,0.0,0.0,1.0,0.0
test,2.558839797973633,-4.112158298492432,1.0555649995803833,0.21086594462394714,0.557846188545227,-3.2098755836486816,0.06257523596286774,-1.6253427267074585,-0.9119747281074524,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0554553270339966,-0.3870932161808014,0.4376530647277832,2.4836394786834717,0.08922478556632996,-0.5600534677505493,-0.3139016926288605,1.1102871894836426,1.46732759475708,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6815959215164185,-0.007690447848290205,-1.0529451370239258,1.666829228401184,-0.23679219186306,-0.4063159227371216,0.8059395551681519,0.5620222091674805,1.6547985076904297,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0525059700012207,-1.5119739770889282,1.175048589706421,-0.045972827821969986,1.5007622241973877,-0.8909323215484619,-0.6048405170440674,0.420619398355484,0.4226749837398529,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5280463099479675,-1.8211969137191772,0.41152113676071167,3.0318424701690674,0.844875693321228,0.897796094417572,1.3766087293624878,3.0477757453918457,0.1316784769296646,0.0,0.0,0.0,1.0,0.0,0.0
test,1.1648377180099487,0.6922645568847656,-0.10815802961587906,3.634809970855713,-0.6351282000541687,1.4604886770248413,-2.1941092014312744,-1.8735510110855103,0.9931160807609558,0.0,0.0,0.0,0.0,1.0,0.0
test,0.9265444874763489,1.1955671310424805,0.6608112454414368,-1.5151762962341309,-0.8594499826431274,-1.795414924621582,-3.60619854927063,2.5920045375823975,1.4668062925338745,0.0,0.0,0.0,0.0,0.0,1.0
test,1.184958577156067,-1.2765501737594604,0.5281075239181519,2.263716697692871,-0.07517930865287781,-0.39101189374923706,0.38131606578826904,1.3921544551849365,1.216277837753296,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7636302709579468,-1.6158870458602905,0.7317038774490356,0.6576901078224182,1.0178192853927612,-0.9232380986213684,0.6531800627708435,1.1718569993972778,0.9055973291397095,0.0,1.0,0.0,0.0,0.0,0.0
test,3.253110647201538,-0.8792834877967834,0.10345478355884552,3.4840054512023926,1.137594223022461,0.1217803806066513,-0.21333323419094086,0.3289720118045807,1.2313772439956665,0.0,0.0,1.0,0.0,0.0,0.0
test,3.7773706912994385,-0.673271656036377,1.682387113571167,2.38576340675354,2.192652940750122,-1.012528657913208,-0.024887392297387123,-0.7892209887504578,2.471391201019287,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.38504451513290405,-0.09149909019470215,3.2691266536712646,3.101487874984741,2.150909423828125,-0.22754722833633423,-0.5565433502197266,-1.5727757215499878,-0.10995431244373322,0.0,0.0,0.0,0.0,1.0,0.0
test,2.6348562240600586,3.8913235664367676,3.0360028743743896,0.8122776746749878,-1.582398533821106,-1.6099416017532349,-1.147747278213501,1.3083175420761108,0.6563652753829956,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3412973880767822,-0.4523070454597473,0.30235424637794495,1.4135102033615112,-0.3673847019672394,-1.0962122678756714,0.40278080105781555,0.9034010171890259,1.0940560102462769,1.0,0.0,0.0,0.0,0.0,0.0
test,0.48341649770736694,-0.2235623300075531,0.6494188904762268,1.6339879035949707,1.8034173250198364,-0.3163139522075653,0.04468398168683052,0.847736656665802,1.998360276222229,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.31424376368522644,0.11391481012105942,2.242182493209839,1.2044496536254883,0.8107576966285706,-0.7587495446205139,0.5803996920585632,0.7555490732192993,2.974724054336548,0.0,0.0,1.0,0.0,0.0,0.0
test,2.5698843002319336,-0.9092749953269958,0.9437850117683411,3.198153257369995,0.44566407799720764,0.2385653555393219,2.668379783630371,-1.3622907400131226,2.4587669372558594,0.0,0.0,0.0,1.0,0.0,0.0
test,0.7670271992683411,2.4240875244140625,0.38782140612602234,2.5986313819885254,1.5271880626678467,-1.87479829788208,1.5377289056777954,-2.1311864852905273,2.4058663845062256,0.0,0.0,0.0,0.0,1.0,0.0
test,2.582036018371582,-2.787320852279663,1.0312718152999878,-0.5171623826026917,-2.6623470783233643,-2.261387825012207,3.1883366107940674,1.2729398012161255,-0.7459405660629272,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0184589624404907,-1.1579746007919312,0.30148476362228394,2.2603189945220947,-0.008242248557507992,-0.4158272445201874,0.7528703212738037,0.5698707103729248,1.4619927406311035,1.0,0.0,0.0,0.0,0.0,0.0
test,2.7408740520477295,-0.3453432321548462,1.1583114862442017,1.2558751106262207,0.22059600055217743,-0.8252774477005005,-0.2941073179244995,1.3850271701812744,2.08682918548584,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.23018115758895874,-0.6972727179527283,-1.3558093309402466,2.9626739025115967,0.6071187853813171,-0.5187127590179443,0.4671840965747833,0.8107753396034241,0.2423338145017624,0.0,0.0,1.0,0.0,0.0,0.0
test,0.282966285943985,-2.889416217803955,-1.0573843717575073,1.413444995880127,-1.3642548322677612,0.4765056073665619,0.22064730525016785,-0.3371850550174713,2.5775914192199707,0.0,0.0,0.0,1.0,0.0,0.0
test,0.8453584909439087,-1.193907618522644,0.7844941020011902,5.2859039306640625,-1.615573525428772,-1.165300965309143,0.8595259189605713,-1.8507163524627686,0.2596115469932556,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.5803871154785156,-1.9479058980941772,0.5719703435897827,1.4126088619232178,0.49613335728645325,-3.28572940826416,-1.3040872812271118,-2.8573548793792725,2.5652520656585693,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0989556312561035,-0.8009423613548279,0.16998383402824402,2.05941104888916,-0.0951838567852974,-0.46619319915771484,0.5739864706993103,1.2973225116729736,2.0634605884552,1.0,0.0,0.0,0.0,0.0,0.0
test,1.3301641941070557,0.5502585172653198,0.8095681667327881,1.2497646808624268,0.47934064269065857,0.29216113686561584,1.4230053424835205,0.8724698424339294,0.952923595905304,0.0,1.0,0.0,0.0,0.0,0.0
test,2.7076008319854736,-2.4366137981414795,-0.045792195945978165,2.2151713371276855,1.2255363464355469,-1.5342342853546143,-0.26382672786712646,0.4196757972240448,2.0650060176849365,0.0,0.0,1.0,0.0,0.0,0.0
test,0.36129847168922424,2.0381038188934326,-0.9669163227081299,1.3319106101989746,1.6415022611618042,0.9089738726615906,0.1848975270986557,1.7897282838821411,1.050500512123108,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.9627947807312012,-2.201655626296997,-0.7723372578620911,-0.35939520597457886,-1.2680636644363403,-0.5730265974998474,1.8378642797470093,1.6499968767166138,1.663413405418396,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6099683046340942,3.8312888145446777,1.0726121664047241,3.002039670944214,-0.24422790110111237,-3.968905210494995,1.0942730903625488,0.07574474811553955,2.949378490447998,0.0,0.0,0.0,0.0,0.0,1.0
