split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3
train,-1.1412863731384277,-0.21692930161952972,1.0394330024719238,0.6377363801002502,-0.0779503881931305,2.3664700984954834,-0.7444255948066711,1.0,0.0,0.0,0.0
train,-1.0998636484146118,1.0145833492279053,1.4231783151626587,0.38964638113975525,-0.6285565495491028,0.46763354539871216,-1.0981858968734741,0.0,1.0,0.0,0.0
train,-2.81126070022583,-0.38231271505355835,-0.6875309944152832,1.2406988143920898,-1.4062162637710571,1.7447015047073364,0.5579006671905518,0.0,0.0,1.0,0.0
train,2.1225461959838867,-0.04715121164917946,1.5997412204742432,-0.9833431839942932,-1.1532039642333984,2.276575803756714,1.1090446710586548,0.0,0.0,0.0,1.0
train,-1.5127580165863037,0.13994301855564117,0.8922146558761597,-0.24562332034111023,-0.35518762469291687,2.1525931358337402,-0.3308461010456085,1.0,0.0,0.0,0.0
train,-1.9690959453582764,-0.27374356985092163,-0.8258633613586426,0.8406533002853394,0.26581305265426636,2.0940744876861572,-1.018172264099121,0.0,1.0,0.0,0.0
train,-2.3679230213165283,1.6082959175109863,-1.341883897781372,-0.054946597665548325,0.14650402963161469,2.0669028759002686,-0.417799711227417,0.0,0.0,1.0,0.0
train,-2.9134202003479004,1.0295515060424805,1.1574888229370117,-2.62459135055542,1.1750173568725586,2.3091604709625244,-0.4541078507900238,0.0,0.0,0.0,1.0
train,-0.2804345190525055,0.2806563675403595,0.13731524348258972,0.22847342491149902,-0.07097220420837402,1.6228762865066528,-0.2602381706237793,1.0,0.0,0.0,0.0
train,-0.3947390913963318,0.39201074838638306,0.6147190928459167,1.9020534753799438,0.15433509647846222,2.1721644401550293,-0.6711710691452026,0.0,1.0,0.0,0.0
train,-2.35585618019104,-1.6013187170028687,-0.25120311975479126,-0.6015533804893494,-0.5894266963005066,3.5417733192443848,-1.1433719396591187,0.0,0.0,1.0,0.0
train,-0.5612815618515015,1.0510731935501099,0.5795443058013916,-0.19561819732189178,-0.5898697972297668,1.000632405281067,3.022517204284668,0.0,0.0,0.0,1.0
train,-1.3651338815689087,-0.5849637985229492,0.9562959671020508,-0.3316388428211212,-0.50539630651474,1.74659264087677,-0.320355623960495,1.0,0.0,0.0,0.0
train,-1.7718615531921387,0.3942372500896454,0.6086438298225403,0.8791550993919373,-0.06979599595069885,0.6244403719902039,-1.7968733310699463,0.0,1.0,0.0,0.0
train,-1.9441794157028198,-0.15422438085079193,-1.805080771446228,-0.7457888126373291,0.47194454073905945,1.359574317932129,-1.6406760215759277,0.0,0.0,1.0,0.0
train,-0.8471566438674927,1.7993948459625244,1.5402294397354126,1.3760181665420532,0.8558969497680664,-0.5024186372756958,-2.5534839630126953,0.0,0.0,0.0,1.0
train,-0.47509145736694336,-0.7454577684402466,0.20253480970859528,0.024548431858420372,-0.7880560159683228,1.5626909732818604,-0.8042741417884827,1.0,0.0,0.0,0.0
train,-1.82817542552948,1.2187602519989014,1.5173410177230835,0.010918747633695602,-0.9807462692260742,1.736496090888977,-0.6702446937561035,0.0,1.0,0.0,0.0
train,-1.1261663436889648,-0.24837316572666168,-0.7193342447280884,1.8609554767608643,-1.5826431512832642,3.0576493740081787,0.3722875416278839,0.0,0.0,1.0,0.0
train,-0.24034059047698975,0.6819185018539429,-2.00305438041687,-0.9946721792221069,-2.8201584815979004,2.6277003288269043,-0.4617743194103241,0.0,0.0,0.0,1.0
val,-0.7454816699028015,-0.4450201690196991,-0.28296804428100586,0.07563751190900803,-0.5806835293769836,1.986488699913025,-0.8980948328971863,1.0,0.0,0.0,0.0
val,-0.38485872745513916,-1.676750898361206,0.24039512872695923,0.3524680435657501,-1.0748915672302246,2.313427209854126,-0.2169850766658783,0.0,1.0,0.0,0.0
val,-2.357677459716797,-0.512200653553009,-0.7057058811187744,-0.10996828973293304,-2.245891571044922,0.5210160613059998,-0.5559015274047852,0.0,0.0,1.0,0.0
val,-3.081618070602417,-2.338243246078491,-0.18153229355812073,0.3184959292411804,-2.33632755279541,2.4375760555267334,-1.8385835886001587,0.0,0.0,0.0,1.0
val,-1.4151684045791626,0.6271232962608337,0.48825353384017944,0.5842162370681763,-0.30491793155670166,1.6490482091903687,-0.5136156678199768,1.0,0.0,0.0,0.0
val,-1.8001728057861328,-1.280724048614502,0.4978521168231964,-1.000939130783081,0.3872060477733612,1.5617408752441406,-0.634738028049469,0.0,1.0,0.0,0.0
val,-1.187062382698059,-2.307713270187378,-0.05644715204834938,1.279062032699585,0.045466482639312744,2.740088939666748,-1.8577316999435425,0.0,0.0,1.0,0.0
val,0.6102639436721802,-2.331723690032959,2.554771900177002,1.0082708597183228,-0.7252649664878845,3.103695869445801,-2.0511951446533203,0.0,0.0,0.0,1.0
val,-0.9147028923034668,0.3061673939228058,0.8168068528175354,0.3782067596912384,0.01412811316549778,2.4176907539367676,-0.348281592130661,1.0,0.0,0.0,0.0
val,-0.7349503040313721,1.2519367933273315,0.6284928321838379,-0.015000962652266026,0.8205848932266235,2.407613754272461,-0.13951972126960754,0.0,1.0,0.0,0.0
val,-0.7551416754722595,-2.4140961170196533,-0.7968137860298157,1.0072603225708008,-1.0741289854049683,1.648137092590332,0.08979260176420212,0.0,0.0,1.0,0.0
val,-1.6882572174072266,1.7476345300674438,-1.4947847127914429,-1.3613578081130981,0.6758617162704468,0.5505942106246948,-2.4602174758911133,0.0,0.0,0.0,1.0
val,-0.8952941298484802,-0.7416402697563171,0.19553644955158234,-0.11364005506038666,-0.2331467866897583,1.9603859186172485,-0.09481187909841537,1.0,0.0,0.0,0.0
val,-2.087462902069092,0.24563705921173096,-0.026109889149665833,-0.7800194025039673,-0.010751733556389809,1.7338221073150635,0.4250010550022125,0.0,1.0,0.0,0.0
val,-2.08305025100708,-2.147660493850708,-0.3200732469558716,1.6936582326889038,0.22294405102729797,1.8610844612121582,-1.0670583248138428,0.0,0.0,1.0,0.0
val,-1.108993649482727,-1.5420899391174316,0.5679669380187988,2.4178903102874756,1.133241057395935,2.617746353149414,1.7480872869491577,0.0,0.0,0.0,1.0
val,-1.6454472541809082,-0.08040398359298706,0.5948524475097656,0.6106811761856079,-0.3546232283115387,2.2422468662261963,-0.8382124900817871,1.0,0.0,0.0,0.0
val,-2.0295495986938477,-0.7447491884231567,0.7212522029876709,-0.8264560103416443,-0.21858564019203186,1.4234179258346558,-1.820585012435913,0.0,1.0,0.0,0.0
val,-0.9544802308082581,1.4364267587661743,-1.1174633502960205,0.2778948247432709,1.2315418720245361,1.7296974658966064,0.5139498710632324,0.0,0.0,1.0,0.0
val,-1.1173182725906372,2.3307993412017822,2.223611831665039,-0.24959591031074524,1.584580659866333,0.747695803642273,0.8551346063613892,0.0,0.0,0.0,1.0
test,-1.020662546157837,0.029892193153500557,0.9515082240104675,-0.46143192052841187,-0.009019904769957066,2.2711288928985596,-0.534314751625061,1.0,0.0,0.0,0.0
test,-0.9387707114219666,-0.12560346722602844,1.384224534034729,1.6400375366210938,-0.0028116353787481785,0.8851401805877686,-1.2139767408370972,0.0,1.0,0.0,0.0
test,-0.015719084069132805,-1.6728540658950806,-0.23798757791519165,1.5835453271865845,-1.6279948949813843,2.4355077743530273,-1.6357232332229614,0.0,0.0,1.0,0.0
test,-1.7996485233306885,-0.7715685367584229,2.252955198287964,0.9532134532928467,-2.0864205360412598,4.361959934234619,-1.7823623418807983,0.0,0.0,0.0,1.0
test,-0.9646966457366943,-0.9144479632377625,0.6063856482505798,0.3664894104003906,-0.6125265955924988,1.9897862672805786,-1.0846291780471802,1.0,0.0,0.0,0.0
test,-0.8936559557914734,-1.0593788623809814,-0.05121685564517975,1.2291429042816162,-0.7853564023971558,2.882633924484253,-0.9632958769798279,0.0,1.0,0.0,0.0
test,-2.8090646266937256,-0.5112868547439575,0.37192651629447937,0.29552367329597473,-0.6408429145812988,0.6259667873382568,1.29861319065094,0.0,0.0,1.0,0.0
test,0.2510506212711334,0.3888753652572632,-1.498794436454773,1.2744076251983643,-2.0705020427703857,-0.6828474402427673,-0.41614601016044617,0.0,0.0,0.0,1.0
test,-0.6994704604148865,0.3475651741027832,0.9462968707084656,0.10636909306049347,-1.0586867332458496,1.6119420528411865,-0.7288231253623962,1.0,0.0,0.0,0.0
test,-0.9095174074172974,0.12263831496238708,0.3301427364349365,-0.8919140696525574,-0.048031095415353775,0.2598573565483093,0.055442724376916885,0.0,1.0,0.0,0.0
test,0.9381076097488403,0.42786139249801636,-0.2476951628923416,0.723690390586853,-0.8309435248374939,0.23038195073604584,0.6398810148239136,0.0,0.0,1.0,0.0
test,-1.4816687107086182,-2.449312925338745,-0.9911236763000488,2.1330807209014893,-1.5955992937088013,0.7331895232200623,0.49258893728256226,0.0,0.0,0.0,1.0
test,-0.03206152096390724,0.08088225871324539,0.4607602655887604,0.09643983095884323,-0.025767546147108078,1.7835922241210938,-0.45731109380722046,1.0,0.0,0.0,0.0
test,-1.140305757522583,-0.22286401689052582,1.0845941305160522,1.3560001850128174,-0.703580915927887,0.33891797065734863,-1.047593593597412,0.0,1.0,0.0,0.0
test,-0.07042179256677628,-1.9198579788208008,0.09999512135982513,0.8480513095855713,1.5685104131698608,0.8581575155258179,-0.6290809512138367,0.0,0.0,1.0,0.0
test,0.44151821732521057,-1.831658959388733,1.6407915353775024,1.6702120304107666,-2.921938180923462,1.3916743993759155,0.19099774956703186,0.0,0.0,0.0,1.0
test,-1.1267021894454956,-0.1230219379067421,0.5305380821228027,0.6081079244613647,-0.8333129286766052,1.0296117067337036,-0.6132739186286926,1.0,0.0,0.0,0.0
test,-2.236537456512451,0.395425409078598,0.1538361757993698,0.333624929189682,-1.1044948101043701,1.1834274530410767,0.28515851497650146,0.0,1.0,0.0,0.0
test,-1.204733967781067,-1.7675549983978271,-0.017083032056689262,-1.72882878780365,-0.5022890567779541,2.1140031814575195,-2.1481688022613525,0.0,0.0,1.0,0.0
test,-0.9938198328018188,-1.1668111085891724,-0.9248350262641907,1.1348240375518799,-0.855591356754303,4.535584449768066,1.2230994701385498,0.0,0.0,0.0,1.0
test,-1.2112510204315186,-0.5848730206489563,0.9839959144592285,-0.44353538751602173,-0.17019197344779968,1.799831509590149,-0.3627494275569916,1.0,0.0,0.0,0.0
test,-0.15828625857830048,0.18572025001049042,-0.4078618288040161,1.1244431734085083,-0.8035142421722412,1.055680274963379,-1.5841549634933472,0.0,1.0,0.0,0.0
test,-1.1759324073791504,-1.4795254468917847,0.18011052906513214,-0.25968921184539795,-1.8225657939910889,1.0928140878677368,-2.713916301727295,0.0,0.0,1.0,0.0
test,1.4801228046417236,2.368655204772949,1.24150812625885,-0.3695402443408966,0.7580483555793762,1.1620429754257202,-2.013946294784546,0.0,0.0,0.0,1.0
test,-0.6354178190231323,-0.5438607931137085,0.8238357901573181,-0.1377181112766266,0.27619418501853943,1.9264920949935913,-1.0898523330688477,1.0,0.0,0.0,0.0
test,-1.5796051025390625,1.1269766092300415,1.195867896080017,0.8175851702690125,-1.1184642314910889,1.2574645280838013,-1.2484102249145508,0.0,1.0,0.0,0.0
test,-0.759591817855835,1.3383889198303223,0.453921914100647,1.8812050819396973,1.64314866065979,1.9105631113052368,-0.5705510973930359,0.0,0.0,1.0,0.0
test,-0.043703265488147736,1.1944496631622314,2.5704519748687744,-0.018508557230234146,-0.11540649831295013,3.3414602279663086,-3.2759807109832764,0.0,0.0,0.0,1.0
test,-1.0888125896453857,-0.40207403898239136,-0.007607058621942997,0.31468313932418823,-0.4986642003059387,2.259286642074585,-0.17620094120502472,1.0,0.0,0.0,0.0
test,-1.168396234512329,-0.3610393702983856,0.29629775881767273,-0.15618009865283966,0.9018030166625977,0.7666303515434265,-1.8294203281402588,0.0,1.0,0.0,0.0
test,-2.5476126670837402,-0.6320713758468628,0.8472801446914673,-0.10651258379220963,-0.304610937833786,4.170605182647705,-0.7407981753349304,0.0,0.0,1.0,0.0
test,1.1064212322235107,1.1070106029510498,1.7080532312393188,-0.07525571435689926,1.9479535818099976,0.7864167094230652,-2.3886959552764893,0.0,0.0,0.0,1.0
test,-1.7494018077850342,0.358304888010025,0.3794735372066498,0.41514331102371216,-0.36423438787460327,1.6289434432983398,-0.5966403484344482,1.0,0.0,0.0,0.0
test,-2.2914767265319824,-0.5606811046600342,-0.42832469940185547,0.6035681962966919,-0.03328298032283783,0.8812740445137024,-0.8354113101959229,0.0,1.0,0.0,0.0
test,-1.906813144683838,-1.2012453079223633,0.4428737759590149,-0.8554726839065552,-1.3191194534301758,-0.00692843459546566,-2.0309667587280273,0.0,0.0,1.0,0.0
test,-1.030205488204956,2.8633275032043457,-1.0830079317092896,0.9111061692237854,-0.42231249809265137,0.21144312620162964,0.587259829044342,0.0,0.0,0.0,1.0
test,-1.2767326831817627,-0.1834486722946167,0.5691642761230469,0.4483221471309662,-0.4546659290790558,2.288153648376465,-0.006796023342758417,1.0,0.0,0.0,0.0
test,-1.0018430948257446,1.2089530229568481,0.6196988224983215,0.9562100172042847,0.8330774903297424,1.2806551456451416,-0.4119139313697815,0.0,1.0,0.0,0.0
test,-1.2086628675460815,-0.2812219262123108,-1.382776141166687,-0.5874565243721008,-1.9588905572891235,0.3327192962169647,-0.5895079970359802,0.0,0.0,1.0,0.0
test,-1.8744542598724365,-0.3518393933773041,1.5194658041000366,-0.12767505645751953,-0.530305027961731,3.814330577850342,2.413454055786133,0.0,0.0,0.0,1.0
test,-1.6658875942230225,0.2904810309410095,0.21082045137882233,0.4039522409439087,-0.24876391887664795,1.8355437517166138,-1.0323920249938965,1.0,0.0,0.0,0.0
test,-1.2620242834091187,0.5655468702316284,1.5977473258972168,-0.2622373700141907,0.39509400725364685,2.7502505779266357,0.07004018127918243,0.0,1.0,0.0,0.0
test,-0.19319187104701996,0.5772123336791992,-1.2641208171844482,-0.750318706035614,0.9548108577728271,3.1862127780914307,-0.28017157316207886,0.0,0.0,1.0,0.0
test,-2.1029558181762695,2.1564879417419434,0.7499020099639893,0.906927764415741,-2.59155011177063,0.2652347683906555,-1.9391999244689941,0.0,0.0,0.0,1.0
test,-0.41260167956352234,-0.6101047992706299,0.19693218171596527,0.4942958652973175,-0.5439402461051941,2.1087818145751953,-0.4345262944698334,1.0,0.0,0.0,0.0
test,-1.0928398370742798,0.6669930815696716,1.5507687330245972,0.8205404877662659,0.3067336976528168,1.6983046531677246,-1.9161925315856934,0.0,1.0,0.0,0.0
test,-2.529629707336426,-1.0812761783599854,1.929355263710022,-0.5764529705047607,0.37284037470817566,0.5132386088371277,-1.7185039520263672,0.0,0.0,1.0,0.0
test,-1.6454159021377563,-1.0883522033691406,0.849737823009491,0.9397165179252625,1.8809760808944702,-0.24613741040229797,-2.9427075386047363,0.0,0.0,0.0,1.0
test,-0.5177609324455261,-0.07327020913362503,0.7885487079620361,0.024031994864344597,-0.277804970741272,0.8723010420799255,-0.6243367195129395,1.0,0.0,0.0,0.0
test,-2.591860055923462,0.0005662612966261804,0.1672227382659912,0.9225775599479675,-0.5421071648597717,2.411790609359741,-0.6221356987953186,0.0,1.0,0.0,0.0
test,-0.650314450263977,0.40250298380851746,-1.2594019174575806,0.7433973550796509,-0.930573046207428,3.471909284591675,0.6117655038833618,0.0,0.0,1.0,0.0
test,0.6254413723945618,-0.5480308532714844,-2.3916404247283936,1.7348979711532593,-1.330390453338623,1.3776934146881104,-1.7796427011489868,0.0,0.0,0.0,1.0
test,-0.5048978924751282,0.09497029334306717,-0.005999614484608173,0.27634620666503906,-0.21828630566596985,2.3664157390594482,-0.4561619460582733,1.0,0.0,0.0,0.0
test,-1.547698974609375,0.32693034410476685,-0.42867782711982727,1.0542694330215454,-0.25966471433639526,2.9087252616882324,-1.2451939582824707,0.0,1.0,0.0,0.0
test,-0.8648262023925781,-0.4380786120891571,0.9978150725364685,2.2662460803985596,1.709545373916626,1.980370283126831,-0.944660484790802,0.0,0.0,1.0,0.0
test,0.8590601086616516,-0.02079116180539131,2.4075546264648438,1.0269525051116943,2.5267138481140137,2.2170968055725098,-0.24899518489837646,0.0,0.0,0.0,1.0
test,-0.8753551244735718,0.16337072849273682,-0.2761441469192505,0.22558166086673737,-0.6463863253593445,2.1085376739501953,-0.5995084643363953,1.0,0.0,0.0,0.0
test,-0.44430017471313477,0.5217574834823608,0.014505553059279919,-0.715022087097168,-0.28805282711982727,2.314209461212158,0.7183902859687805,0.0,1.0,0.0,0.0
test,-0.18772418797016144,2.0377655029296875,-0.7970434427261353,0.07493836432695389,1.0357154607772827,2.154402732849121,-0.8305326104164124,0.0,0.0,1.0,0.0
test,-0.7455668449401855,-1.5767197608947754,0.2956545948982239,0.031236538663506508,2.3232715129852295,4.328028202056885,-0.540961503982544,0.0,0.0,0.0,1.0
test,-1.4002338647842407,-0.5812236666679382,0.31643441319465637,-0.41757479310035706,0.0429513044655323,1.8083103895187378,-0.48505687713623047,1.0,0.0,0.0,0.0
test,-1.3155845403671265,0.49682846665382385,0.1256290227174759,-0.7987409830093384,-0.7026964426040649,1.9125787019729614,-2.175614595413208,0.0,1.0,0.0,0.0
test,0.0742836520075798,-0.9575895071029663,0.2634408473968506,0.3473009169101715,1.20587158203125,-0.1356673389673233,-1.8510535955429077,0.0,0.0,1.0,0.0
test,-3.2031729221343994,-1.2706798315048218,2.9045276641845703,-0.1933777779340744,0.3992181420326233,2.857562303543091,0.7191921472549438,0.0,0.0,0.0,1.0
test,-0.26219475269317627,-0.3250029683113098,0.352295458316803,0.30706360936164856,0.34870895743370056,1.731173038482666,-0.7567819356918335,1.0,0.0,0.0,0.0
test,-1.0463212728500366,0.07451939582824707,0.8547282218933105,-0.22743816673755646,-0.006260877475142479,3.6192169189453125,-0.4948593080043793,0.0,1.0,0.0,0.0
test,-1.116719126701355,-1.116294026374817,1.1854244470596313,-1.8228083848953247,-1.4665552377700806,3.077972173690796,-1.3760591745376587,0.0,0.0,1.0,0.0
test,-2.2949814796447754,-1.8133692741394043,0.9777573943138123,3.0287740230560303,1.1231791973114014,2.551825523376465,-0.40834739804267883,0.0,0.0,0.0,1.0
test,-0.9039735198020935,-0.31010282039642334,0.09710667282342911,0.4268665313720703,-0.4850930869579315,1.1134464740753174,-1.2249414920806885,1.0,0.0,0.0,0.0
test,-1.464817762374878,-0.6371275782585144,0.40395987033843994,-1.2277040481567383,-0.28567183017730713,2.948446750640869,-0.8034073114395142,0.0,1.0,0.0,0.0
test,-0.9749797582626343,-1.446608304977417,1.0887585878372192,0.9783386588096619,-0.4472809433937073,2.089691400527954,1.7817457914352417,0.0,0.0,1.0,0.0
test,0.8548988103866577,1.7114324569702148,-0.9240117073059082,-0.7419176697731018,-2.7561194896698,2.5018179416656494,-0.7177349328994751,0.0,0.0,0.0,1.0
test,-0.5965417623519897,-0.752143144607544,0.9888588190078735,0.45108741521835327,-0.4297821819782257,1.3126155138015747,-0.7334117293357849,1.0,0.0,0.0,0.0
