split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4,class_5,class_6
train,1.5723546743392944,-2.6034095287323,-1.1850836277008057,-0.27174219489097595,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.7291986346244812,-2.9030661582946777,-3.080049514770508,-1.2226927280426025,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.7150819301605225,-2.7523984909057617,-2.0590877532958984,-2.566626787185669,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.8637373447418213,-2.012434720993042,-2.0077059268951416,-2.536238670349121,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,3.572861909866333,-0.4281842112541199,-3.7012999057769775,3.6775240898132324,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.711522340774536,-3.4111733436584473,-6.441073894500732,3.2406976222991943,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,6.174566268920898,-1.5983378887176514,2.123731851577759,-3.055025577545166,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.5150858163833618,-1.2076621055603027,-1.8588893413543701,0.5438868403434753,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.5282882452011108,-2.083501100540161,-1.1741809844970703,0.4425794184207916,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.4356031119823456,-1.3140795230865479,-3.5547852516174316,1.6082311868667603,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.7794666290283203,1.5834020376205444,-2.454219102859497,-0.9518598914146423,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.1088366508483887,1.4083034992218018,-4.555192947387695,-2.5814127922058105,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.4491931200027466,-2.202976703643799,1.3164114952087402,4.717842102050781,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,1.8065412044525146,-4.64757776260376,3.796292781829834,3.0168426036834717,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.9186725616455078,-1.8971067667007446,-2.4376718997955322,0.4415667951107025,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.3209826946258545,-2.909491777420044,-1.1410843133926392,1.160101056098938,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.18969044089317322,-2.4694695472717285,0.5672326683998108,0.7650790810585022,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.3521673679351807,-4.064198017120361,-5.091098308563232,0.11405769735574722,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.7677744030952454,-0.0067963493056595325,1.8358228206634521,1.7516484260559082,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.017513565719127655,3.617699384689331,-3.6358437538146973,-0.16659784317016602,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,6.025400161743164,-1.9117586612701416,-2.3292322158813477,-5.1828837394714355,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.6833080053329468,-2.2511138916015625,-2.170712471008301,0.749750018119812,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.9647289514541626,-2.3502931594848633,-3.042076587677002,-1.4734810590744019,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.5961166024208069,-2.880037784576416,-0.18637430667877197,-1.4200260639190674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.7287054657936096,-4.307786464691162,-4.897303581237793,-1.0730775594711304,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,3.724573850631714,-4.818837642669678,-1.102209448814392,-3.2690272331237793,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,5.4106597900390625,1.1886059045791626,-2.5164718627929688,2.8575947284698486,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-4.571005344390869,-5.411078929901123,-0.1812838762998581,-0.4001084268093109,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.260075569152832,-1.7405232191085815,-0.8976937532424927,0.053797416388988495,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.9965980052947998,-3.5116281509399414,-1.4873155355453491,-1.0365813970565796,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.1916024684906006,0.8613533973693848,-2.2673819065093994,0.0009147630189545453,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.7369576096534729,0.30134251713752747,-2.3559937477111816,3.1513733863830566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.8134953379631042,-5.524016380310059,1.3029978275299072,1.3846559524536133,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.50076961517334,2.523289442062378,0.4054940640926361,-2.4577786922454834,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,4.6754350662231445,0.46555861830711365,-0.8678696751594543,-5.587943077087402,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.2981058359146118,-2.655226469039917,-2.5890636444091797,-0.04565710574388504,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.21786263585090637,-1.2820104360580444,-1.0391680002212524,1.2535488605499268,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.6306260824203491,-3.1128318309783936,-0.6575164794921875,2.348564386367798,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.7630665302276611,-4.930813312530518,-3.5999186038970947,0.14759163558483124,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.6147418022155762,-1.5661308765411377,-2.7710037231445312,-4.9182562828063965,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.6902124881744385,2.2829716205596924,0.9638145565986633,-1.132764220237732,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.5795176029205322,-8.49850082397461,-3.2328684329986572,0.9457564353942871,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.45028141140937805,-1.7333961725234985,-1.5161246061325073,0.3157763183116913,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.41180822253227234,-3.683600425720215,-2.1154158115386963,0.42923784255981445,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.5011965036392212,-4.296164035797119,-2.4135220050811768,-0.3980371952056885,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.44309714436531067,-4.145981788635254,0.5582248568534851,1.4944638013839722,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.2552292346954346,0.30503398180007935,-0.17124132812023163,-2.184736967086792,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.831519365310669,0.24347831308841705,-3.1021618843078613,-5.274219989776611,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-3.7313010692596436,0.27324309945106506,1.4653539657592773,2.735041618347168,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.7515608072280884,-1.2037261724472046,-1.5518414974212646,-0.3690946400165558,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.7018682956695557,-2.425143241882324,-3.7642462253570557,-0.05436565726995468,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.107621930539608,-4.458402633666992,-1.0072059631347656,0.7679231762886047,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.7686749696731567,-3.4157369136810303,-1.4294542074203491,2.045210599899292,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.5948660373687744,-3.6412293910980225,-1.4959484338760376,4.623630046844482,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.538423538208008,-4.930311679840088,2.1640396118164062,0.5184874534606934,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.340853691101074,3.3589749336242676,-2.467195510864258,1.875455617904663,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.6666349172592163,-2.6324634552001953,-1.9379099607467651,-0.6929909586906433,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6824579834938049,-2.3501179218292236,-0.24654167890548706,-1.001153826713562,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,4.003042697906494,-2.4237923622131348,-2.6999154090881348,-0.8714965581893921,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.324611186981201,-1.0258972644805908,-1.8814350366592407,-3.8058485984802246,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.6053693294525146,-3.530136823654175,-6.602079391479492,-0.12604130804538727,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.49198225140571594,-7.407031536102295,0.06524902582168579,-1.4967273473739624,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.893911838531494,0.6490834951400757,1.2574878931045532,3.267077922821045,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.5279253721237183,-1.4703763723373413,-1.1518046855926514,-0.48888903856277466,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.2882180213928223,-1.4769517183303833,-3.2558088302612305,1.2890366315841675,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.4953224658966064,-1.300147533416748,-0.7351513504981995,-2.4689507484436035,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.24011462926864624,-0.4490354061126709,-4.768759250640869,-1.7848151922225952,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.279170274734497,1.8784265518188477,-3.1694746017456055,2.059858798980713,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.210045099258423,-6.368971347808838,-1.3098100423812866,3.866574764251709,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,7.8026580810546875,-3.4927377700805664,-1.0581341981887817,1.7867052555084229,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2682918310165405,-2.6212403774261475,-1.718200445175171,-0.8033450841903687,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.30239710211753845,-1.3598109483718872,-2.4934463500976562,-0.926214337348938,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2504444122314453,-3.864227533340454,-4.1707892417907715,0.21987825632095337,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9819196462631226,-2.6506800651550293,-2.791307210922241,-3.827038049697876,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.41255441308021545,1.9956008195877075,0.4322018027305603,1.0228761434555054,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.362369537353516,-5.222128868103027,0.9877625703811646,0.6869333386421204,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.286334991455078,-6.057197093963623,-0.9623846411705017,2.45646333694458,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2148568630218506,-1.8972644805908203,-2.7954375743865967,-0.41644009947776794,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.060840368270874,-2.485677480697632,-0.6700523495674133,1.2364192008972168,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.4752049446105957,-0.2605087459087372,-4.001241207122803,-0.3581371605396271,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.020681381225586,-0.4812164306640625,-3.8311190605163574,-1.6093212366104126,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.6667215824127197,-4.226412296295166,-0.33428755402565,1.3541895151138306,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.085219144821167,-5.170889854431152,0.48856183886528015,-1.1455007791519165,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.5149561762809753,-4.954648017883301,0.2886642515659332,-5.738856315612793,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7710741758346558,-1.5372416973114014,-2.530571937561035,0.2948199212551117,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.34456494450569153,-0.8986289501190186,-1.6055998802185059,-0.47162148356437683,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.69954776763916,-0.7299998998641968,-1.0808169841766357,-1.053192138671875,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0924904346466064,-0.5435494780540466,-0.9062033295631409,-3.67093825340271,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.4147400856018066,1.366148591041565,-1.6422330141067505,3.480239152908325,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.1445039510726929,-6.091052055358887,-1.1658533811569214,-3.6173624992370605,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.30708280205726624,-7.216794013977051,-0.9579893946647644,-4.497315406799316,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9379517436027527,-1.0430845022201538,-2.03296160697937,0.01175889652222395,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.303264617919922,-0.4906232953071594,-1.0920807123184204,-0.47400572896003723,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.2161474227905273,-1.3691946268081665,-3.8471171855926514,-1.0362718105316162,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.3532516956329346,-0.20472954213619232,-1.251620888710022,-2.926579713821411,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.4552008807659149,-4.001500129699707,-3.6122710704803467,-4.201080322265625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.386910438537598,-6.334876537322998,-1.7690743207931519,-0.1245148554444313,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.66365385055542,-4.63724946975708,-4.0566582679748535,5.865359306335449,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4486963748931885,-1.5703171491622925,-1.3216031789779663,-0.7820242047309875,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.816313624382019,-0.8890000581741333,-1.0383268594741821,1.332640290260315,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7440842390060425,-3.0740795135498047,-0.22569726407527924,-2.2681519985198975,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.143430709838867,0.5687158703804016,0.5100250244140625,0.6055572628974915,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5503215193748474,-2.1853034496307373,0.8783758878707886,-3.8161065578460693,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.727688789367676,-0.11614452302455902,-2.411302089691162,4.450356960296631,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9006741642951965,-7.9576215744018555,-4.3956217765808105,-1.4626750946044922,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6230000853538513,-2.096736192703247,-1.6081087589263916,-0.7628463506698608,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.13850964605808258,-3.5372376441955566,-1.5662956237792969,0.3245084881782532,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0832022428512573,-4.556087970733643,-2.5355758666992188,-1.405874252319336,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9898608922958374,0.9407243132591248,0.6090868711471558,0.8967037200927734,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.4443085193634033,-6.5216217041015625,-2.3066413402557373,1.944029688835144,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.42073455452919006,-2.2794411182403564,3.879560708999634,-0.2225484848022461,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.648984432220459,2.858762741088867,-0.31754955649375916,3.7812280654907227,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8985191583633423,-2.2827768325805664,-1.9849251508712769,0.643206000328064,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.9927797317504883,-1.7306807041168213,-1.0647339820861816,-0.6588793396949768,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2243446409702301,-3.042172431945801,-2.343106746673584,2.253754138946533,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.923973560333252,-5.81692361831665,-2.192507028579712,0.9079039692878723,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.7583657503128052,-4.349121570587158,-0.14013709127902985,-2.734480142593384,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.348625659942627,-3.867166757583618,-6.616141319274902,-3.193629026412964,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.750460147857666,-2.2926108837127686,-7.202251434326172,3.716916799545288,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7653348445892334,-2.246854305267334,-1.2341334819793701,0.47053664922714233,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1811860799789429,-3.2963786125183105,-3.34918212890625,-0.19804655015468597,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.5988484621047974,-1.6457276344299316,-3.844069004058838,-2.27020001411438,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.116361141204834,-2.1934876441955566,-4.610781192779541,0.5200980305671692,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.039764165878296,-3.8773128986358643,-2.796004295349121,1.3006318807601929,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.400014877319336,-6.010308742523193,-0.44175612926483154,-0.843465268611908,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.754129409790039,-5.358191967010498,0.8401151895523071,4.189743995666504,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.894403338432312,-1.7619352340698242,-1.1206481456756592,0.08514263480901718,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3148045837879181,-2.271622896194458,-2.5498743057250977,1.5234460830688477,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.855325698852539,-1.445690393447876,-3.0041964054107666,2.1595304012298584,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.982320308685303,-3.1951494216918945,-1.67854642868042,0.7841714024543762,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2443599700927734,-0.728983998298645,-2.560469150543213,4.7320637702941895,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.408922553062439,-2.3354878425598145,-0.0565551221370697,-5.769676208496094,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.9849483966827393,-4.657609939575195,-6.723099708557129,-0.08059298247098923,0.0,0.0,0.0,0.0,0.0,0.0,1.0
