split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5
train,0.5627424120903015,-0.8186833262443542,1.4358127117156982,0.6802992820739746,-0.5024497509002686,0.1044350117444992,-0.1534755527973175,1.0,0.0,0.0,0.0,0.0,0.0
train,0.6205403804779053,0.07755795121192932,0.9838253259658813,0.7539984583854675,0.16354750096797943,-0.2611309587955475,-2.113386392593384,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.3815851211547852,1.1441562175750732,1.9873982667922974,1.5300921201705933,0.5032011270523071,1.801142930984497,-0.20983394980430603,0.0,0.0,1.0,0.0,0.0,0.0
train,1.175797700881958,2.014108180999756,1.5259144306182861,0.38067689538002014,0.556026816368103,1.1209818124771118,2.3956961631774902,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.1183632612228394,2.688585042953491,1.1116794347763062,2.04024338722229,-2.6515636444091797,-0.0849466621875763,-2.067066192626953,0.0,0.0,0.0,0.0,1.0,0.0
train,1.9698312282562256,1.056800127029419,0.4748123586177826,3.258864641189575,3.4701690673828125,2.2105586528778076,-3.129777669906616,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.13569702208042145,0.036790307611227036,1.2282629013061523,0.3036651909351349,0.3967917859554291,0.5149806141853333,-0.4232375919818878,1.0,0.0,0.0,0.0,0.0,0.0
train,1.245772361755371,0.0701197013258934,1.2448862791061401,0.2501674294471741,0.5571814775466919,-1.1190624237060547,-1.2308615446090698,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.8591630458831787,-2.46689772605896,1.7670766115188599,-1.157456398010254,0.4800977408885956,0.48537102341651917,0.043023303151130676,0.0,0.0,1.0,0.0,0.0,0.0
train,0.18425975739955902,-1.2919423580169678,-0.7113326787948608,-1.601229190826416,-0.4197333753108978,1.6641905307769775,0.7418219447135925,0.0,0.0,0.0,1.0,0.0,0.0
train,2.469191551208496,1.6599323749542236,3.8503692150115967,-2.043271780014038,1.3746858835220337,0.8324745893478394,-2.359677314758301,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.4101814031600952,-0.7077623605728149,0.6163812279701233,4.884261608123779,3.617825508117676,0.6364907622337341,-1.2630137205123901,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.30063608288764954,-0.01955280266702175,1.485744833946228,0.6321994066238403,-0.1170625165104866,0.4568387567996979,-0.05881676822900772,1.0,0.0,0.0,0.0,0.0,0.0
train,0.04584234207868576,0.2725032567977905,2.758087635040283,1.678265929222107,0.48772212862968445,-0.175045445561409,0.5862682461738586,0.0,1.0,0.0,0.0,0.0,0.0
train,0.21709603071212769,-0.08500668406486511,-0.3755200207233429,1.3958714008331299,-0.047126654535532,1.5575180053710938,-1.6306357383728027,0.0,0.0,1.0,0.0,0.0,0.0
train,0.6018794775009155,-1.2071715593338013,0.48738759756088257,0.8714169859886169,3.383519411087036,-1.5028178691864014,-0.8484241962432861,0.0,0.0,0.0,1.0,0.0,0.0
train,3.4262218475341797,0.20053312182426453,-1.7248107194900513,1.5950841903686523,0.08717022091150284,-0.5794217586517334,-1.1562150716781616,0.0,0.0,0.0,0.0,1.0,0.0
train,0.8357772827148438,3.605146646499634,3.948806047439575,-2.0893731117248535,2.0555856227874756,-1.672372817993164,0.6279940009117126,0.0,0.0,0.0,0.0,0.0,1.0
train,0.3808029592037201,-0.7232218980789185,1.9416793584823608,0.5142348408699036,0.06005299836397171,-0.705990731716156,-0.7048845887184143,1.0,0.0,0.0,0.0,0.0,0.0
train,0.7468247413635254,0.07566308230161667,1.8993700742721558,0.7053754329681396,-1.5731992721557617,0.27452608942985535,-1.1764590740203857,0.0,1.0,0.0,0.0,0.0,0.0
train,1.3547133207321167,-0.43355557322502136,2.452655553817749,-2.0233142375946045,-0.3385382890701294,-0.2932989299297333,0.16422173380851746,0.0,0.0,1.0,0.0,0.0,0.0
train,-2.713703155517578,-1.685998558998108,1.6108280420303345,2.4021151065826416,0.7594507932662964,-0.8306065797805786,0.07163873314857483,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.9853208661079407,-2.750075101852417,2.301276206970215,0.13817590475082397,-3.7535996437072754,-0.7211260795593262,0.5856003165245056,0.0,0.0,0.0,0.0,1.0,0.0
train,1.6677924394607544,2.045163631439209,1.1464482545852661,1.6095033884048462,2.711019992828369,3.380621910095215,2.6835505962371826,0.0,0.0,0.0,0.0,0.0,1.0
train,0.21431545913219452,0.05820995569229126,1.587341070175171,0.06712289154529572,0.7519278526306152,-0.09078880399465561,-0.2467493861913681,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.5347759127616882,-1.0801972150802612,1.2282721996307373,1.052656650543213,-0.36992594599723816,-0.5162347555160522,0.6897046566009521,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.21461984515190125,-2.561262607574463,2.6811928749084473,0.6908958554267883,1.515480399131775,1.4413585662841797,-0.2822444438934326,0.0,0.0,1.0,0.0,0.0,0.0
train,0.8876898884773254,-0.5073054432868958,2.506937265396118,0.38307514786720276,0.26175037026405334,-3.1480705738067627,-2.4769110679626465,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.549423098564148,-2.8146004676818848,0.47528335452079773,-1.2555246353149414,-1.5126748085021973,-2.3356969356536865,0.6474998593330383,0.0,0.0,0.0,0.0,1.0,0.0
train,1.0422013998031616,0.36253678798675537,1.5083060264587402,-0.7486911416053772,0.4420662820339203,3.9901201725006104,3.8365488052368164,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.11215562373399734,-0.4392818212509155,1.2624017000198364,1.014565348625183,0.6417853832244873,0.11225976049900055,-0.659172534942627,1.0,0.0,0.0,0.0,0.0,0.0
val,0.04470617324113846,0.6773450374603271,0.8245704770088196,1.4410473108291626,0.10355966538190842,-0.45988866686820984,0.20088015496730804,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.5249062776565552,-0.5464168190956116,1.5594003200531006,0.06993008404970169,-2.397883892059326,1.341589331626892,-0.6255160570144653,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.3518189191818237,-0.22656388580799103,0.2801312208175659,3.2222788333892822,-1.4936788082122803,0.8755263090133667,0.10017116367816925,0.0,0.0,0.0,1.0,0.0,0.0
val,0.8856151700019836,-0.158206507563591,-0.364153653383255,3.7532219886779785,-1.9381687641143799,-1.9116718769073486,-1.1981289386749268,0.0,0.0,0.0,0.0,1.0,0.0
val,1.2903962135314941,1.1828633546829224,4.269176959991455,-4.536579608917236,0.39972612261772156,0.779539167881012,-1.1163365840911865,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.5122255086898804,-0.8175036907196045,2.056896924972534,0.2929341197013855,0.2898755669593811,0.14515402913093567,-0.6285405158996582,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.09025866538286209,-2.032555103302002,2.0881175994873047,-0.4655003249645233,0.3083295524120331,-0.04959702864289284,-0.6260690093040466,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.9952354431152344,0.5514672994613647,1.2524563074111938,-0.27171987295150757,0.19162514805793762,-1.4188090562820435,-2.125863790512085,0.0,0.0,1.0,0.0,0.0,0.0
val,1.1897244453430176,-0.4118500351905823,-0.1365685909986496,1.4952151775360107,0.025102686136960983,0.8919287919998169,-3.625761032104492,0.0,0.0,0.0,1.0,0.0,0.0
val,-4.219353675842285,-0.8098466992378235,1.9185972213745117,0.5593296885490417,-0.5079666376113892,0.792862057685852,1.3765530586242676,0.0,0.0,0.0,0.0,1.0,0.0
val,5.447454452514648,1.1503502130508423,0.49078088998794556,2.5465118885040283,0.22571255266666412,0.5162491798400879,0.660309910774231,0.0,0.0,0.0,0.0,0.0,1.0
val,0.4612653851509094,-0.7323758602142334,1.8959321975708008,0.5327117443084717,1.028620719909668,0.042528919875621796,-0.13269899785518646,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.35158786177635193,-0.20320379734039307,2.0160858631134033,1.7527843713760376,-0.01617986336350441,0.9195073843002319,0.7397752404212952,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.9635009169578552,-1.3640538454055786,2.036613941192627,-1.3260008096694946,1.0125268697738647,-0.3255785405635834,-1.8645566701889038,0.0,0.0,1.0,0.0,0.0,0.0
val,2.1764352321624756,-1.855896234512329,0.5411378741264343,3.1172473430633545,-0.7131820321083069,1.3397846221923828,-0.6883167028427124,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.7194413542747498,0.28821927309036255,5.180031776428223,-0.9104486107826233,0.6793815493583679,2.5710654258728027,1.6072884798049927,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.1515477895736694,0.8818185925483704,4.237026214599609,4.775693893432617,0.07223527133464813,2.1933462619781494,1.681290864944458,0.0,0.0,0.0,0.0,0.0,1.0
val,0.5349872708320618,-0.3285074830055237,1.4476444721221924,-0.027407892048358917,0.6255940198898315,0.5992989540100098,-0.18519413471221924,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.17096775770187378,-0.7179468870162964,1.6718297004699707,-0.20491105318069458,-1.3250268697738647,-0.6763032078742981,-0.2952234447002411,0.0,1.0,0.0,0.0,0.0,0.0
