split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1
train,1.036105990409851,-0.5651745200157166,-0.6600497961044312,0.9213449358940125,-1.330194115638733,0.43910348415374756,1.0,0.0
train,0.8541356921195984,-1.0518428087234497,0.955485999584198,0.3983924686908722,-1.1205412149429321,1.5716694593429565,0.0,1.0
train,1.3660975694656372,0.451240599155426,-0.13437879085540771,0.6585330367088318,-1.6709270477294922,-0.28731968998908997,1.0,0.0
train,0.8539756536483765,-0.46479591727256775,0.7845575213432312,1.3375544548034668,-0.10393902659416199,-0.6892441511154175,0.0,1.0
train,1.516446828842163,0.4709952771663666,0.28469181060791016,1.1655020713806152,-0.7741605043411255,0.6625215411186218,1.0,0.0
train,1.1764672994613647,0.900318443775177,-0.30821505188941956,1.5011707544326782,-2.0687453746795654,-0.8008881211280823,0.0,1.0
train,2.2897865772247314,-0.3994859457015991,0.37925389409065247,1.0962153673171997,-1.003646731376648,0.6286236047744751,1.0,0.0
train,2.5656769275665283,-1.261452555656433,0.10973753035068512,1.6614845991134644,-0.30015432834625244,0.42820408940315247,0.0,1.0
train,1.7370516061782837,-0.9066526889801025,-0.41089168190956116,0.8885067105293274,-1.30328369140625,-0.10407771170139313,1.0,0.0
train,1.8948591947555542,-0.29934585094451904,0.26881104707717896,0.9236680269241333,-1.9414775371551514,-1.4684208631515503,0.0,1.0
val,1.8556421995162964,-0.03872130811214447,0.07553794234991074,1.63495934009552,-1.1011860370635986,0.22148026525974274,1.0,0.0
val,0.8188684582710266,-0.10555606335401535,-0.4227525293827057,2.137040138244629,-2.090650796890259,0.9178767204284668,0.0,1.0
val,1.7253769636154175,-0.23103517293930054,-0.2263658195734024,0.6021749973297119,-1.4598016738891602,-0.6040876507759094,1.0,0.0
val,2.601287603378296,0.5487109422683716,-1.019020438194275,1.8936253786087036,-1.276654839515686,0.6167876720428467,0.0,1.0
val,2.4333207607269287,0.11195778101682663,-0.017209917306900024,0.5321571826934814,-1.6818175315856934,0.4161336123943329,1.0,0.0
val,1.4745975732803345,0.21452541649341583,-1.0879483222961426,1.2280620336532593,0.08867032825946808,1.1829150915145874,0.0,1.0
val,1.5642942190170288,-0.7324795722961426,0.24524232745170593,-0.04090446978807449,-1.3804956674575806,0.22386758029460907,1.0,0.0
val,1.8183708190917969,0.08762001246213913,0.3402998745441437,0.626834511756897,-1.7490209341049194,-1.5407823324203491,0.0,1.0
val,1.3963767290115356,-0.07729960232973099,-0.45961499214172363,0.28564563393592834,-1.9831039905548096,0.2647440433502197,1.0,0.0
val,2.2530343532562256,-1.8454686403274536,0.11569157987833023,0.12489887326955795,-1.466168999671936,0.8278202414512634,0.0,1.0
test,2.0249972343444824,-0.31477153301239014,-0.5505682229995728,1.231751561164856,-1.128956913948059,0.7804552912712097,1.0,0.0
test,0.3519105017185211,0.5623874068260193,-0.8785590529441833,0.4799158573150635,-1.6747335195541382,1.3003853559494019,0.0,1.0
test,1.3436658382415771,0.16204684972763062,0.44494786858558655,1.1613785028457642,-0.7675408720970154,-0.12871140241622925,1.0,0.0
test,1.0358738899230957,-0.3821060061454773,-0.3693302571773529,1.00746750831604,-3.045442819595337,0.5060384273529053,0.0,1.0
test,1.5060428380966187,-0.2220378965139389,0.22985608875751495,1.5681041479110718,-0.8297569155693054,0.30730050802230835,1.0,0.0
test,1.943952202796936,-1.9348758459091187,0.17484420537948608,0.251205712556839,-1.6818257570266724,0.7668576836585999,0.0,1.0
test,0.9666070938110352,0.19589246809482574,-0.029872793704271317,0.13661807775497437,-0.9295990467071533,0.6399077773094177,1.0,0.0
test,0.8424137830734253,-0.49011728167533875,-0.2821778357028961,-0.21151337027549744,-2.747018575668335,0.08233936131000519,0.0,1.0
test,1.6263461112976074,-0.012796474620699883,0.5518456697463989,0.9468134641647339,-0.5167003870010376,0.6533170938491821,1.0,0.0
test,0.6234925389289856,-0.43477779626846313,-0.4496408998966217,1.347715973854065,-0.9098491072654724,-1.1694164276123047,0.0,1.0
test,1.5699892044067383,0.04585626721382141,-0.48708483576774597,1.387505054473877,-1.1185314655303955,0.8260655999183655,1.0,0.0
test,1.8110355138778687,-1.4372987747192383,-0.20368291437625885,-0.23358169198036194,-2.3339297771453857,-0.018713824450969696,0.0,1.0
test,1.7289925813674927,-0.29503145813941956,-0.6219033002853394,-0.08093865215778351,-1.192491888999939,0.3808547258377075,1.0,0.0
test,1.0210552215576172,0.6700797080993652,1.2330617904663086,1.8827909231185913,-1.255879282951355,0.45099636912345886,0.0,1.0
test,1.1779764890670776,0.10758199542760849,0.286199688911438,0.06472699344158173,-0.695686936378479,0.4220312237739563,1.0,0.0
test,0.6279678344726562,0.017656048759818077,0.5499635338783264,0.832451581954956,0.303889662027359,0.9404212832450867,0.0,1.0
test,2.112677574157715,-0.26234567165374756,-0.3566151559352875,1.272477388381958,-1.4464396238327026,0.7910587191581726,1.0,0.0
test,1.6246957778930664,-1.6702916622161865,0.5897136330604553,0.9799728393554688,-0.8534911274909973,-0.7017760872840881,0.0,1.0
test,1.8884062767028809,-0.055866699665784836,-0.6407465934753418,0.48973825573921204,-1.8803610801696777,0.1209169551730156,1.0,0.0
test,0.8727006316184998,-0.5275247097015381,-0.00960561353713274,-0.31876713037490845,0.30159005522727966,0.3624259829521179,0.0,1.0
test,1.9270648956298828,-0.44151976704597473,-0.1609056293964386,0.40110906958580017,-1.9116898775100708,0.78481525182724,1.0,0.0
test,2.7345449924468994,0.5635157227516174,0.03149738162755966,1.6046825647354126,-0.041030049324035645,0.17943578958511353,0.0,1.0
test,2.133017063140869,-0.8720851540565491,-0.3142908811569214,0.9257833361625671,-1.0478945970535278,0.40598276257514954,1.0,0.0
test,1.6508800983428955,-0.45953717827796936,-0.8334698677062988,2.0870871543884277,-0.1477624922990799,-0.04766179621219635,0.0,1.0
test,2.2382166385650635,0.092833511531353,-0.49834582209587097,0.8912018537521362,-0.690589427947998,0.38739994168281555,1.0,0.0
test,2.4037890434265137,0.8680067658424377,0.6939771771430969,-0.31299224495887756,-0.4986532926559448,-0.2522982060909271,0.0,1.0
test,1.2527434825897217,0.7712292671203613,-0.21929079294204712,0.6032820343971252,-1.2922543287277222,0.37292519211769104,1.0,0.0
test,2.6573028564453125,-1.1022295951843262,0.3486114740371704,1.885068655014038,-1.8328992128372192,0.3904724419116974,0.0,1.0
test,0.7316495776176453,-0.27639612555503845,-0.39388710260391235,0.5216434597969055,-1.4062492847442627,0.4358008801937103,1.0,0.0
test,2.0571181774139404,1.4865278005599976,-0.38679561018943787,1.0602797269821167,-0.27762630581855774,0.46688196063041687,0.0,1.0
test,2.2055141925811768,-0.49437615275382996,0.001839091069996357,0.5674974322319031,-0.5097681283950806,0.31580066680908203,1.0,0.0
test,2.2837729454040527,-0.04564908891916275,1.705297827720642,0.5481598377227783,-1.3070523738861084,-0.40071460604667664,0.0,1.0
test,2.197798013687134,0.13760732114315033,0.007347454316914082,1.0926406383514404,-0.6493714451789856,0.021220004186034203,1.0,0.0
test,2.5059945583343506,-0.22739112377166748,-1.1148042678833008,-0.5559367537498474,-1.37517249584198,0.9611655473709106,0.0,1.0
test,1.503246545791626,-0.2022462785243988,0.5016487240791321,1.3296372890472412,-1.3887500762939453,-0.19555781781673431,1.0,0.0
test,2.1942684650421143,-1.1288552284240723,0.8714138865470886,-0.5048486590385437,-1.0899039506912231,-0.3303700387477875,0.0,1.0
test,2.223771095275879,-0.560958206653595,-0.011189647018909454,0.6114711761474609,-0.8200439810752869,-0.19815659523010254,1.0,0.0
test,1.088181972503662,-0.11093151569366455,0.6457359790802002,-0.9513909220695496,-1.885412573814392,-0.05908232554793358,0.0,1.0
test,0.9934968948364258,-0.2011084258556366,-0.6215317845344543,0.7972508072853088,-0.9716296792030334,0.7610920071601868,1.0,0.0
