split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
train,-1.9575526714324951,-2.216381072998047,0.7930722832679749,0.9740918874740601,-1.434443712234497,-0.09068973362445831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.7818892002105713,-2.6476869583129883,0.5321452021598816,1.8465313911437988,-0.019469967111945152,0.5193216800689697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.5638306140899658,-3.4240591526031494,0.9942338466644287,-0.3337560296058655,-0.09986583888530731,-0.5168877840042114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.19314710795879364,-3.271550416946411,-1.2527194023132324,1.6881235837936401,-1.696632742881775,-3.3507914543151855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-3.6441850662231445,-3.4330077171325684,-2.1884355545043945,-0.9195952415466309,0.019241277128458023,-2.7848663330078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.5863988399505615,2.5993590354919434,-1.4412404298782349,-1.406989574432373,-2.4425036907196045,-2.348099708557129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-7.590150356292725,1.1133396625518799,1.3266862630844116,0.9583280086517334,-0.610200047492981,0.6125286817550659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.34869122505188,-1.2751920223236084,-1.0502474308013916,6.544139385223389,0.8051195740699768,3.4778008460998535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.1409868001937866,-2.55887508392334,3.0720694065093994,6.011026859283447,-8.359429359436035,-1.2887516021728516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-2.058413028717041,-1.599106788635254,-0.5172534584999084,1.5334680080413818,-1.128827452659607,-0.4065669775009155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.292943000793457,-3.264824628829956,0.5577704906463623,1.3981506824493408,-1.2296171188354492,-1.397640585899353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.465194582939148,0.11399104446172714,0.8092694282531738,1.0952223539352417,0.17706730961799622,-0.7557650804519653,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.39707183837890625,-1.616351842880249,0.08874277770519257,-1.2824310064315796,0.7747434377670288,0.007282239850610495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.581273078918457,-3.102783679962158,-2.3770906925201416,-1.0815794467926025,-5.209681987762451,-0.5460810661315918,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.16000840067863464,-0.08503718674182892,-2.741320848464966,3.9070827960968018,-5.485711574554443,0.6630941033363342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-6.604944705963135,1.5171343088150024,2.5500590801239014,1.616774559020996,-2.631964921951294,-1.8922555446624756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.3755917549133301,1.1179856061935425,5.086699962615967,5.376919746398926,-2.0874533653259277,-2.4533097743988037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.3722851872444153,-8.518073081970215,-1.343995451927185,-2.940941095352173,-4.238288879394531,2.955263614654541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.54059898853302,-1.3235350847244263,0.019630027934908867,0.7413034439086914,-1.0902366638183594,0.11723949760198593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.5521442890167236,-1.968073844909668,-0.15606676042079926,1.9967454671859741,-2.0163378715515137,1.7178969383239746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-3.0206098556518555,-2.6681618690490723,0.11149629950523376,-0.531377375125885,0.14543516933918,-0.8223705291748047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-4.341930389404297,-2.928568124771118,2.304730176925659,2.087263584136963,-0.6091641187667847,0.49301013350486755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.004395008087158,-2.482041597366333,0.24581944942474365,2.80979323387146,1.2159037590026855,1.0060606002807617,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.0794048309326172,-5.525991439819336,2.555982828140259,3.4550728797912598,-3.660810947418213,-0.41043493151664734,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-4.612691402435303,-2.729142904281616,-3.924041509628296,-0.9126253128051758,-5.4628825187683105,2.2359137535095215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-7.3811235427856445,-4.295485496520996,-4.397290229797363,0.6482556462287903,0.8881652355194092,0.7142439484596252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,1.2155600786209106,-5.949657917022705,-0.9727189540863037,2.4236855506896973,-4.0149383544921875,6.965936660766602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.6910598278045654,-1.472620964050293,0.11045364290475845,0.8017390370368958,-0.9028835296630859,-0.21763677895069122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.5901082754135132,-2.691913604736328,-1.2138473987579346,0.32878315448760986,-0.5290156006813049,0.5733790397644043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.41074538230896,-2.9779856204986572,-2.3546814918518066,-0.19035151600837708,-1.876916527748108,-0.600324273109436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.28612542152404785,-0.40664246678352356,0.3565067946910858,3.101807117462158,-3.9631528854370117,-0.6091483235359192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.683287501335144,-5.2669806480407715,0.24712583422660828,-1.0307687520980835,-0.07422500848770142,2.60416316986084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-5.9684062004089355,-1.6685339212417603,-4.132812023162842,1.0139516592025757,-1.1247811317443848,-0.615083634853363,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.4199141263961792,-2.3492074012756348,-2.636160135269165,5.44464111328125,-5.340970039367676,0.9695176482200623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,1.3680429458618164,-6.002735614776611,-5.445223331451416,1.7826987504959106,-3.049476146697998,2.778153419494629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-7.606531143188477,-3.382143020629883,-1.4232500791549683,-5.075847625732422,-0.3129119873046875,-0.7389909029006958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-2.268791913986206,-1.6659724712371826,0.058013103902339935,1.8270989656448364,-1.5648198127746582,0.12042243778705597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.331231713294983,-1.415801763534546,0.015954874455928802,0.43447622656822205,-3.2556936740875244,0.33137616515159607,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.7698960304260254,-3.481050968170166,1.0831712484359741,2.9147095680236816,-2.415461301803589,-0.8141912817955017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.5975359678268433,-0.30126097798347473,-1.014146089553833,2.0796356201171875,1.322951316833496,1.650956153869629,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.0715396404266357,-2.3529727458953857,-3.6868605613708496,3.477219581604004,-3.9509453773498535,0.8612371683120728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.3768212795257568,1.2901673316955566,0.4600575864315033,3.5706686973571777,-5.361873626708984,-2.2476251125335693,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-5.022979736328125,-1.3145065307617188,-5.779738903045654,1.3288450241088867,0.4577764570713043,-0.588359534740448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-4.735866546630859,-5.414279460906982,0.9771971702575684,7.598788738250732,-1.1097909212112427,0.6578352451324463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-3.3904595375061035,-6.441882610321045,-0.6204425692558289,-5.31903600692749,2.2408347129821777,-1.0123589038848877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.145477533340454,-1.7375593185424805,0.4832509756088257,1.0182827711105347,-1.6075935363769531,-0.6432255506515503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.08112527430057526,-2.6377971172332764,-0.13960856199264526,2.062433958053589,-1.7815643548965454,-0.760485053062439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.6739386320114136,-1.5661104917526245,-2.532588481903076,1.820269227027893,-2.8682403564453125,-0.9392758011817932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.4378905296325684,-3.7635345458984375,2.7144775390625,3.1874821186065674,-1.8591428995132446,0.6084520816802979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
