split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5,class_6
train,-0.9613381028175354,1.1661428213119507,0.44106706976890564,1.2954697608947754,0.4000595510005951,0.9342365264892578,-1.1036139726638794,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.22887638211250305,0.5282841920852661,1.8212226629257202,1.8123514652252197,-0.4486880898475647,0.6737340688705444,-2.6499409675598145,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.455426812171936,0.03354968503117561,-0.3141346871852875,0.7779903411865234,2.625035524368286,0.5482744574546814,-2.3110997676849365,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.9919561147689819,-0.3863462805747986,1.2345759868621826,2.7553839683532715,-0.03875483572483063,-0.5220130085945129,1.1276763677597046,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.8900483846664429,2.297011613845825,2.6052169799804688,1.6430624723434448,3.0732102394104004,2.8957512378692627,-2.2543129920959473,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.1158010959625244,-2.636835813522339,-1.6247271299362183,3.266977310180664,-0.4346641004085541,1.0107829570770264,-1.8541665077209473,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.7581507563591003,-0.6878046989440918,5.881955623626709,1.4611032009124756,3.5413050651550293,2.9924309253692627,-3.8522703647613525,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.924546480178833,0.7076864242553711,0.840769350528717,0.8211320638656616,0.22556419670581818,0.7080135941505432,-0.7767844200134277,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.8503068685531616,0.2680235207080841,1.7629363536834717,1.900838017463684,-0.6843334436416626,0.7088676691055298,-1.7506978511810303,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-2.4878036975860596,0.8256223797798157,-0.08925943076610565,-1.1903403997421265,0.893166184425354,2.0299015045166016,-2.0722951889038086,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.9710948467254639,-0.26680564880371094,0.8149052858352661,0.541922926902771,-1.3571628332138062,1.31449556350708,0.06067255511879921,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,2.6683385372161865,1.7663697004318237,2.486295223236084,1.285009503364563,3.149782657623291,0.5719259977340698,-1.328096866607666,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.5943390727043152,2.2447428703308105,3.8487467765808105,-4.13313627243042,-1.093389630317688,1.053602933883667,-1.8709800243377686,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-0.6263881325721741,1.4981005191802979,4.719709396362305,1.2262920141220093,3.273020029067993,1.0258570909500122,-6.744126796722412,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.28955695033073425,0.7348098754882812,1.337455153465271,0.7588464617729187,-0.27326077222824097,1.268101692199707,-1.8501344919204712,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.7603512406349182,1.3520485162734985,0.49509310722351074,2.132312297821045,-0.31161263585090637,-0.08896496146917343,-2.0127439498901367,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.237738847732544,0.5596410632133484,1.71975576877594,-0.23194760084152222,2.299769878387451,1.6077982187271118,0.00037348392652347684,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.333737850189209,-0.04436470568180084,2.945298433303833,-0.34944039583206177,0.9442786574363708,-1.8766025304794312,-2.6935904026031494,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-3.0813424587249756,1.4734338521957397,-1.9752434492111206,4.029860496520996,0.5237912535667419,1.1586920022964478,-0.8213559985160828,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.4003198146820068,-1.7749979496002197,1.2860995531082153,0.7714933753013611,-3.108332872390747,4.673487186431885,0.24856381118297577,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-4.0638017654418945,1.5137393474578857,-0.5316253304481506,0.03415387496352196,4.186418056488037,-0.3037169873714447,-6.041074752807617,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.1672793626785278,1.0746790170669556,1.4494742155075073,1.2345483303070068,-0.3061664402484894,1.0592252016067505,-2.1574671268463135,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.2474725246429443,-0.16769133508205414,0.8422767519950867,1.7589274644851685,0.3542079031467438,1.0296800136566162,-1.2251204252243042,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.34188902378082275,2.470160484313965,1.0635851621627808,-0.08042152971029282,-0.0016580160008743405,-1.2947884798049927,-1.7453778982162476,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.5268961191177368,2.5327470302581787,1.2483645677566528,-0.6148462295532227,2.5504417419433594,3.4357824325561523,-1.3303327560424805,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-1.4893308877944946,2.885523557662964,2.8725316524505615,-0.6061219573020935,-1.9434115886688232,4.276500225067139,-1.9865587949752808,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.303536891937256,4.077648639678955,2.662898063659668,-2.84981632232666,1.5344231128692627,0.4140833914279938,-3.3477632999420166,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-2.8749685287475586,1.6687155961990356,3.873558521270752,2.74389386177063,-5.070667743682861,-1.008514404296875,-1.1753909587860107,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.456717610359192,0.2964854836463928,1.0314947366714478,0.7228566408157349,0.42102494835853577,0.7945300936698914,-1.1418324708938599,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.750715732574463,-0.810843825340271,1.420723557472229,0.733284056186676,0.21162782609462738,1.457785725593567,-1.5672752857208252,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.752977728843689,-0.6630637645721436,-0.3217976987361908,1.2692173719406128,1.712188720703125,1.7145915031433105,-2.8004658222198486,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-2.69282865524292,0.4025253355503082,1.963881492614746,2.58363938331604,1.1404131650924683,3.751084089279175,-0.961919367313385,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.6648482084274292,0.8570908308029175,2.841870069503784,3.629978895187378,1.6187137365341187,3.9480783939361572,-2.434643268585205,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.6096639037132263,0.9021586775779724,2.966773271560669,2.450579881668091,5.1284589767456055,-1.3401999473571777,-2.037076950073242,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.47062113881111145,-1.8786664009094238,1.2747222185134888,-2.9980523586273193,0.15606118738651276,-3.920588970184326,-1.4064568281173706,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.5577579140663147,0.4722801446914673,1.2975084781646729,1.3475489616394043,0.07116790115833282,1.450381875038147,-1.749723196029663,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.3903050720691681,1.854596495628357,0.8251450061798096,2.2161672115325928,0.1570296585559845,0.3483615517616272,-2.1861605644226074,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.0384446382522583,3.1796648502349854,0.9318712949752808,1.820071816444397,0.7254457473754883,1.5732828378677368,-0.1327800303697586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.286803960800171,3.503490447998047,1.0981340408325195,2.0844244956970215,1.689532995223999,3.016019582748413,-1.472758412361145,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.7682946920394897,0.675995945930481,0.19138073921203613,-2.8553428649902344,-1.1376750469207764,1.0175986289978027,1.2121081352233887,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.8405003547668457,-1.1982536315917969,1.5515828132629395,-1.2056890726089478,1.0206236839294434,-3.462327003479004,-3.452524423599243,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.725931167602539,0.7103515863418579,-0.2665066123008728,4.622258186340332,-1.5433496236801147,5.014669418334961,-5.261773109436035,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.805601954460144,1.227048635482788,1.3555901050567627,0.8277167081832886,0.3026747703552246,0.7881543636322021,-2.520294427871704,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.3960802555084229,0.6387964487075806,1.0854792594909668,0.40040650963783264,-1.6150363683700562,1.0015422105789185,-1.5170215368270874,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.6423547267913818,1.3478138446807861,0.7494349479675293,2.0225670337677,-2.319586753845215,1.1283557415008545,-1.3995552062988281,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.5348943471908569,-0.7876563668251038,-1.4341721534729004,-0.7434049844741821,-1.301930546760559,1.7845418453216553,-2.858333110809326,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.384706735610962,2.7280526161193848,0.7044131755828857,1.4304474592208862,0.17238551378250122,-0.7956839799880981,-5.161414623260498,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.9481004476547241,5.208961486816406,-1.372971773147583,0.45418500900268555,3.380751132965088,1.4716132879257202,-2.705331563949585,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.2858704924583435,4.163969039916992,-0.6968056559562683,0.6252697110176086,-0.40209031105041504,2.6192967891693115,-7.342167854309082,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.1969939470291138,1.1627190113067627,0.9746901988983154,0.06248791515827179,0.5330445766448975,1.1974254846572876,-2.1945464611053467,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.1205134391784668,-0.06003709137439728,1.4954313039779663,-0.04453707113862038,0.2501985430717468,1.7646971940994263,-0.4397319555282593,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.7875847816467285,0.16820037364959717,-0.26290950179100037,-0.1429593414068222,1.3236738443374634,2.124842882156372,-2.2284586429595947,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.4152122735977173,1.8232483863830566,1.0080558061599731,-0.8088699579238892,-1.9987208843231201,0.5069591999053955,0.9526982307434082,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.9704046249389648,-2.2717835903167725,0.46719345450401306,1.4336591958999634,2.8047916889190674,0.977961540222168,0.8932973742485046,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.7053980827331543,0.5656024813652039,2.504880428314209,4.860230445861816,2.7127513885498047,-0.9015998244285583,-2.144533157348633,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-3.467940330505371,0.9870758056640625,5.825520038604736,-0.4430873990058899,3.972169876098633,3.0622127056121826,-2.291156530380249,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.018369846045970917,0.8805485367774963,1.167165756225586,0.6670916080474854,0.43253281712532043,0.9295951128005981,-1.6335924863815308,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.16648158431053162,1.8684645891189575,1.4285151958465576,0.5778120160102844,1.4016696214675903,1.4104554653167725,-2.097339630126953,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.3412516117095947,2.9447131156921387,1.5591847896575928,-0.2422952800989151,-1.306274652481079,1.9557085037231445,-1.3296830654144287,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.8065827488899231,1.157222032546997,-0.9073386192321777,0.695730447769165,1.4862356185913086,3.195467710494995,0.01166220661252737,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.087242603302002,1.3084908723831177,-2.4619996547698975,0.7657232880592346,-3.0152554512023926,0.29572439193725586,-2.0637450218200684,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.8634527921676636,-1.6450849771499634,3.5093891620635986,2.9982635974884033,2.793476104736328,3.6727874279022217,0.3626900017261505,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,3.7296371459960938,3.0243990421295166,-2.985135316848755,2.030355453491211,-0.7091328501701355,0.4164747893810272,-3.5510270595550537,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.8578156232833862,0.971674382686615,1.5311602354049683,1.4696396589279175,0.5676129460334778,0.9854874014854431,-2.094496011734009,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.0162463188171387,0.3189544677734375,0.08361006528139114,-0.14763584733009338,1.1315991878509521,0.11967451870441437,-1.1347270011901855,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.0108110904693604,-0.21289126574993134,0.6144187450408936,-0.6096498966217041,1.294737696647644,1.561002254486084,-1.1632760763168335,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.6019469499588013,2.7391889095306396,1.34978187084198,2.58937931060791,0.744146466255188,-0.20637178421020508,-0.6805529594421387,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.3803281784057617,1.5572303533554077,5.293644428253174,2.443385124206543,0.7700603008270264,2.1463656425476074,-1.2513022422790527,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.8009085655212402,-2.353426694869995,-2.280158042907715,3.994044542312622,-0.21274486184120178,0.34976646304130554,-1.7933794260025024,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.7511054277420044,3.857001543045044,-1.3443934917449951,5.31386137008667,3.568754196166992,2.0936453342437744,-3.0118255615234375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7249811291694641,1.552188515663147,1.02310311794281,0.317217081785202,0.055348802357912064,0.9908714890480042,-1.1461774110794067,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8551428318023682,2.1043992042541504,-0.01786634512245655,0.5420618057250977,0.02196827530860901,0.2188737690448761,-1.7092453241348267,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0468062162399292,2.8860645294189453,-0.003787609748542309,0.24960468709468842,1.3153622150421143,-0.3478772044181824,-0.7515119314193726,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7242945432662964,3.041996955871582,2.822697639465332,3.0369811058044434,0.1633138507604599,1.3630259037017822,-1.1802518367767334,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.6669389009475708,0.010991176590323448,0.21184509992599487,-1.0565788745880127,3.2527518272399902,3.040395498275757,-1.3149235248565674,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.1956281661987305,-3.8881399631500244,0.6052054762840271,3.647348165512085,1.7366944551467896,2.5174686908721924,-1.723013162612915,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.19631509482860565,1.0505646467208862,0.2620297372341156,1.9916104078292847,-4.838547706604004,-3.0982425212860107,-3.471290349960327,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6493583917617798,0.9551689028739929,1.3694945573806763,0.4684654772281647,0.3800962567329407,1.8356988430023193,-1.6417968273162842,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8752764463424683,2.6393520832061768,1.6730492115020752,0.4470653235912323,-0.12794384360313416,1.1442011594772339,-1.0705112218856812,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8994818329811096,0.08955024182796478,1.321151852607727,1.5948231220245361,-0.32059282064437866,1.3106282949447632,-4.343141555786133,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.7553367614746094,2.2217042446136475,0.28861939907073975,1.799485206604004,-1.8013619184494019,3.556931972503662,-2.8957042694091797,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.7468551993370056,4.202273368835449,2.833641290664673,-2.147010326385498,1.7077125310897827,1.1315251588821411,-2.2013049125671387,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.691357135772705,3.337116241455078,3.739572763442993,0.05953434109687805,1.151238203048706,4.768662452697754,-2.3106281757354736,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.8441375494003296,4.222354888916016,2.7546746730804443,1.6324129104614258,0.39850619435310364,-1.6879287958145142,3.4568750858306885,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0133342742919922,1.442117691040039,0.8204271197319031,0.4811224639415741,0.9505695700645447,1.078898310661316,-1.3031846284866333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5421292781829834,0.9364611506462097,-0.034924283623695374,-0.22327764332294464,0.3414344787597656,0.7386122941970825,-2.8782975673675537,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6695619821548462,0.7890826463699341,1.9862061738967896,0.6150010228157043,0.18348518013954163,3.6382768154144287,-2.5237996578216553,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.7071294784545898,2.464778423309326,0.04842144995927811,2.1346936225891113,1.7266573905944824,2.229720115661621,-1.3321748971939087,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.28977200388908386,-0.2970372140407562,1.243324637413025,1.3967030048370361,-1.7896087169647217,-1.9370735883712769,1.4165194034576416,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.384366035461426,2.8426027297973633,4.228476524353027,1.8115222454071045,-0.41271913051605225,-1.0858449935913086,0.4490440785884857,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.11309552192688,3.2935755252838135,5.034401893615723,1.7861112356185913,0.3490097224712372,-3.814697504043579,-0.40513208508491516,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4614919424057007,0.8271976709365845,1.0219905376434326,1.55413818359375,-0.13811682164669037,0.9887012839317322,-1.7476152181625366,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.21738475561141968,1.707869052886963,1.3491824865341187,2.080571174621582,-0.08669611811637878,1.0126289129257202,-1.9418624639511108,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8344390988349915,-1.6987286806106567,0.9764047861099243,0.22804121673107147,-0.3243987262248993,0.5856615304946899,-2.762237548828125,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.6724698543548584,0.5102829933166504,-2.2529163360595703,0.16484394669532776,1.2533634901046753,0.18538014590740204,-2.070361375808716,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.2713647484779358,1.740936040878296,5.572862148284912,-0.6611835956573486,-0.08109975606203079,1.9813235998153687,-1.615639328956604,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.154181957244873,3.7950680255889893,0.12599681317806244,2.3912839889526367,-1.6551053524017334,1.9522629976272583,-3.2416787147521973,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.666059970855713,-0.770289421081543,4.327728271484375,5.354066848754883,-2.9232683181762695,2.6250202655792236,-0.6134074330329895,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1418935060501099,0.4078972041606903,0.7794691920280457,0.7649188041687012,0.1843280792236328,1.0362193584442139,-2.468996047973633,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.318110704421997,1.2587165832519531,1.8854094743728638,0.22701455652713776,0.089603491127491,1.2263822555541992,-0.6916532516479492,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6145134568214417,0.8221048712730408,-0.190729022026062,1.9520364999771118,-0.019653672352433205,0.5015406608581543,-3.4823899269104004,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3646724224090576,2.955963373184204,-0.6685826182365417,-0.4283597469329834,0.4434995949268341,-0.2438947856426239,-1.0270345211029053,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.482727527618408,2.8501765727996826,4.135525703430176,1.5528466701507568,2.068984031677246,-0.7502809762954712,-0.12404484301805496,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.5163519382476807,5.545197010040283,3.162837028503418,-1.0929722785949707,0.45010828971862793,1.0338181257247925,-2.046079635620117,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.808432936668396,4.796658039093018,3.685103178024292,4.612529754638672,-0.09837978333234787,4.200776100158691,-2.897425889968872,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6560238003730774,1.5319406986236572,0.9204534292221069,1.1968395709991455,0.519524872303009,0.6655257344245911,-1.2637205123901367,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8049803376197815,1.2512065172195435,0.8502368330955505,0.9553592801094055,0.8785523772239685,1.5505884885787964,-1.7987438440322876,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0359688997268677,-0.5046924948692322,1.300022006034851,-0.9556779861450195,1.9642577171325684,1.5349907875061035,-0.8537513017654419,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.1464653015136719,-1.2965645790100098,2.2644848823547363,1.320570945739746,-1.3441009521484375,-0.38862764835357666,-1.943866491317749,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.8622373342514038,-0.0016529116546735168,-1.8357919454574585,2.3928539752960205,-0.4341203570365906,2.332583427429199,-4.901363372802734,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.566880702972412,4.343774318695068,-1.2194892168045044,2.088217258453369,0.08781073987483978,0.9094301462173462,2.2092487812042236,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.2074999809265137,-1.8579365015029907,5.853837966918945,0.6485617160797119,-1.6727505922317505,4.058480739593506,0.16208510100841522,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4919219017028809,0.8249787092208862,0.6897905468940735,0.40954262018203735,-0.348313570022583,1.308454990386963,-1.7546597719192505,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7928587198257446,0.3598731458187103,0.8975744843482971,-0.5941119194030762,0.4207249581813812,-0.24705111980438232,-1.9100600481033325,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7262135148048401,1.9482632875442505,0.509398341178894,0.2032661885023117,2.8196122646331787,1.4488180875778198,-0.8856831789016724,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.7128500938415527,1.4413013458251953,0.1082441508769989,0.7720074653625488,1.6783939599990845,4.54517936706543,-1.7799420356750488,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.2181389331817627,4.002735137939453,1.902701735496521,1.1552802324295044,0.4292484521865845,2.21061110496521,-3.414655923843384,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.7452754974365234,2.6417171955108643,-0.45987072587013245,2.5567357540130615,3.386586904525757,3.5563931465148926,-5.0036163330078125,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.9791407585144043,2.6906778812408447,3.3888583183288574,2.879361629486084,-1.1423656940460205,3.81709885597229,-0.4157060980796814,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6821524500846863,0.7196061015129089,0.8506820797920227,0.5097112655639648,-0.12823942303657532,0.5833343267440796,-2.3082942962646484,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7941826581954956,-0.05029641091823578,0.34463509917259216,1.276547908782959,0.7375113368034363,1.8803635835647583,-2.5280473232269287,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.186802625656128,0.19445820152759552,0.1009516641497612,-0.27140188217163086,-0.7280340790748596,0.9303234815597534,-0.7956547141075134,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.1357855200767517,0.34508588910102844,1.2716563940048218,3.302621364593506,1.65608811378479,-0.2140154093503952,0.5856561660766602,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.4547492265701294,-2.94344162940979,-0.9696620106697083,0.31472334265708923,2.0898663997650146,2.2886219024658203,-0.9036746621131897,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.040548324584961,5.509942054748535,2.2568273544311523,0.5255730748176575,0.8470085263252258,-1.378252387046814,-3.4827191829681396,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.271334648132324,-0.32939672470092773,-3.4889705181121826,2.7252888679504395,1.4411464929580688,3.133157968521118,2.3033854961395264,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.2181646227836609,0.41748127341270447,1.0927786827087402,0.5372188687324524,0.3005621135234833,1.235560655593872,-1.4742717742919922,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8599128723144531,-0.032741185277700424,0.7113128900527954,0.6729872226715088,-0.290594220161438,-0.3370364010334015,-1.6219276189804077,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2086052894592285,1.8212448358535767,-1.134584665298462,1.8631125688552856,0.6194443106651306,0.4423157274723053,-1.0177398920059204,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9073732495307922,-0.9316517114639282,2.0068140029907227,-1.024693489074707,0.7618618011474609,2.5811378955841064,0.6899468898773193,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.411930650472641,4.782614707946777,-0.7766447067260742,1.7122360467910767,1.5293158292770386,0.9841907620429993,-3.2806756496429443,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.1347938776016235,-2.8811333179473877,-2.081616163253784,2.2619447708129883,1.3801878690719604,3.813117027282715,-2.469069242477417,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.7616788744926453,4.045536518096924,5.318789482116699,0.23888978362083435,0.7780019640922546,-1.1623677015304565,-5.207554340362549,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6506133079528809,1.3020495176315308,1.4853237867355347,1.1839896440505981,0.7355533838272095,0.8065356016159058,-1.323967456817627,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.4158544540405273,1.2061492204666138,0.16160155832767487,1.1610221862792969,-0.5909923315048218,0.9018884897232056,-1.2016278505325317,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0432754755020142,-1.1812059879302979,1.5293681621551514,1.6832811832427979,1.9999289512634277,0.7036400437355042,-1.0613492727279663,0.0,0.0,1.0,0.0,0.0,0.0,0.0
