split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
train,1.9367759227752686,0.4655868411064148,-1.547460913658142,1.211936116218567,1.098504900932312,0.7170621752738953,-1.3849341869354248,0.6764429211616516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.324809193611145,-0.16269651055335999,-1.6113383769989014,2.1694319248199463,0.3969946503639221,0.14945565164089203,-1.1725093126296997,0.09210363775491714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.1490156203508377,0.8856061100959778,-1.2735987901687622,-0.639079749584198,2.56693959236145,0.3602243661880493,0.18953411281108856,-0.47781577706336975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.8529466390609741,-0.22717159986495972,-0.5293066501617432,-0.013541311956942081,2.527158260345459,0.6098944544792175,-3.003753423690796,1.2490103244781494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.1289210319519043,2.2333507537841797,-1.5088096857070923,-1.7718377113342285,-0.1298542469739914,2.9918360710144043,-2.7423617839813232,-2.241013288497925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.1509212255477905,2.6899478435516357,-0.8366328477859497,-2.9636342525482178,-1.8128695487976074,-2.315253734588623,-1.5277470350265503,-0.8533968329429626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.67384672164917,-1.1206040382385254,-3.9287593364715576,-4.652891159057617,0.0012495529372245073,0.9664680361747742,-1.5571950674057007,-2.365464925765991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,4.378389358520508,3.964862108230591,1.737648606300354,4.569467544555664,-2.343169689178467,-1.4553911685943604,-1.8213626146316528,-0.719082236289978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.872710943222046,0.4000741243362427,-1.3447965383529663,0.5636871457099915,1.5554898977279663,0.6311683058738708,-0.6154081225395203,0.7578390836715698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.5268545150756836,0.10020551830530167,-1.3300992250442505,0.9999407529830933,0.6255711317062378,1.7692211866378784,0.001260767923668027,1.3008376359939575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.3045330047607422,-1.0254548788070679,-1.2017863988876343,-0.722216784954071,1.4359829425811768,0.9094936847686768,-2.416750907897949,1.0537363290786743,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,4.209852695465088,2.9038429260253906,-3.1030755043029785,-0.26559698581695557,0.9784476161003113,1.0787080526351929,-1.2979389429092407,1.072189450263977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.5538294315338135,2.2736895084381104,-1.6321829557418823,-1.3746129274368286,1.6731750965118408,-1.7677853107452393,0.3584804832935333,0.708574652671814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,2.5151565074920654,0.7314030528068542,-4.4839887619018555,3.70997953414917,-1.3457121849060059,2.190708875656128,1.1199430227279663,2.9785215854644775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.5778401494026184,-5.009267330169678,-0.7720872163772583,-0.4577958881855011,2.4343559741973877,2.6259119510650635,0.3357540965080261,-1.4737218618392944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-2.235262632369995,1.0139151811599731,-6.323522567749023,-0.33770403265953064,1.7719146013259888,4.965408802032471,-3.261013984680176,2.0895209312438965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.7968014478683472,0.02500501461327076,-1.8920735120773315,0.7864450812339783,0.5538027286529541,1.0792707204818726,-0.5038987398147583,0.9150351881980896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,3.2216436862945557,0.6419726610183716,-1.9966785907745361,0.7377670407295227,1.2581655979156494,1.2273039817810059,-1.5599349737167358,0.12941454350948334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.959122657775879,1.460044264793396,-2.2623772621154785,-0.704207181930542,-0.34241533279418945,-1.2855381965637207,-1.6370561122894287,0.6117640137672424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,4.170629501342773,-0.3231157064437866,-0.30984511971473694,-1.2524336576461792,-0.159022256731987,0.7372435331344604,-2.4370436668395996,0.38606154918670654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.16680435836315155,0.47887128591537476,0.20313826203346252,-1.136203408241272,3.1036343574523926,0.13485801219940186,0.7511773109436035,-2.4237446784973145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.1772470474243164,1.7375527620315552,-1.5377355813980103,0.26816943287849426,4.944057941436768,-1.4707313776016235,-4.149642467498779,-0.7547982931137085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
